,Seq Name,Width
0,lcl|Zmays_AC149829.2_FGT002,255
1405,lcl|Zmays_AC200187.4_FGT001,324
1406,lcl|Zmays_AC200187.4_FGT002,273
1407,lcl|Zmays_AC200188.4_FGT006,357
1408,lcl|Zmays_AC200203.2_FGT007,273
1409,lcl|Zmays_AC200211.3_FGT006,234
1410,lcl|Zmays_AC200222.4_FGT007,273
1411,lcl|Zmays_AC200222.4_FGT010,312
1412,lcl|Zmays_AC200223.4_FGT003,231
1413,lcl|Zmays_AC200225.5_FGT001,240
1414,lcl|Zmays_AC200229.5_FGT001,330
1415,lcl|Zmays_AC200233.4_FGT004,333
1416,lcl|Zmays_AC200234.3_FGT005,294
1417,lcl|Zmays_AC200244.4_FGT008,336
1418,lcl|Zmays_AC200247.3_FGT004,279
1419,lcl|Zmays_AC200251.4_FGT005,210
1420,lcl|Zmays_AC200284.4_FGT007,297
1421,lcl|Zmays_AC200289.4_FGT008,315
1422,lcl|Zmays_AC200314.4_FGT002,297
1423,lcl|Zmays_AC200322.4_FGT004,315
1424,lcl|Zmays_AC200409.4_FGT003,348
1425,lcl|Zmays_AC200479.4_FGT003,330
1426,lcl|Zmays_AC200503.4_FGT006,300
1427,lcl|Zmays_AC200508.3_FGT002,222
1428,lcl|Zmays_AC200538.4_FGT006,255
1429,lcl|Zmays_AC200557.3_FGT001,312
1430,lcl|Zmays_AC200609.4_FGT008,243
1431,lcl|Zmays_AC200615.5_FGT003,357
1432,lcl|Zmays_AC200618.4_FGT005,264
1433,lcl|Zmays_AC200659.3_FGT001,219
1434,lcl|Zmays_AC200660.3_FGT002,294
1435,lcl|Zmays_AC200663.4_FGT004,303
1436,lcl|Zmays_AC200672.4_FGT001,294
1437,lcl|Zmays_AC200674.4_FGT003,306
1438,lcl|Zmays_AC200702.3_FGT005,510
1439,lcl|Zmays_AC200703.4_FGT005,300
1440,lcl|Zmays_AC200725.4_FGT004,333
1441,lcl|Zmays_AC200732.3_FGT001,342
1442,lcl|Zmays_AC200734.3_FGT008,300
1443,lcl|Zmays_AC200739.5_FGT003,351
1444,lcl|Zmays_AC200739.5_FGT004,351
1445,lcl|Zmays_AC200852.4_FGT005,306
1446,lcl|Zmays_AC200876.4_FGT001,351
1447,lcl|Zmays_AC200876.4_FGT006,357
1448,lcl|Zmays_AC200886.4_FGT004,204
1449,lcl|Zmays_AC201740.3_FGT008,252
1450,lcl|Zmays_AC201740.3_FGT009,252
1451,lcl|Zmays_AC201743.3_FGT001,234
1452,lcl|Zmays_AC201745.3_FGT001,252
1453,lcl|Zmays_AC201745.3_FGT003,237
1454,lcl|Zmays_AC201763.3_FGT003,336
1455,lcl|Zmays_AC201768.4_FGT003,360
1456,lcl|Zmays_AC201769.3_FGT002,312
1457,lcl|Zmays_AC201771.3_FGT003,270
1458,lcl|Zmays_AC201774.3_FGT001,261
1459,lcl|Zmays_AC201776.4_FGT002,324
1460,lcl|Zmays_AC201777.4_FGT009,237
1461,lcl|Zmays_AC201778.3_FGT003,333
1462,lcl|Zmays_AC201780.3_FGT003,210
1463,lcl|Zmays_AC201783.3_FGT003,255
1464,lcl|Zmays_AC201783.3_FGT004,300
1465,lcl|Zmays_AC201798.4_FGT005,300
1466,lcl|Zmays_AC201800.4_FGT010,246
1467,lcl|Zmays_AC201807.3_FGT003,270
1468,lcl|Zmays_AC201831.3_FGT001,237
1469,lcl|Zmays_AC201834.3_FGT001,291
1470,lcl|Zmays_AC201834.3_FGT002,213
1471,lcl|Zmays_AC201876.4_FGT003,321
1472,lcl|Zmays_AC201877.3_FGT001,267
1473,lcl|Zmays_AC201885.4_FGT001,225
1474,lcl|Zmays_AC201885.4_FGT004,225
1475,lcl|Zmays_AC201886.3_FGT004,270
1476,lcl|Zmays_AC201886.3_FGT005,225
1477,lcl|Zmays_AC201890.3_FGT001,324
1478,lcl|Zmays_AC201891.3_FGT001,249
1479,lcl|Zmays_AC201898.4_FGT004,258
1480,lcl|Zmays_AC201904.4_FGT002,249
1481,lcl|Zmays_AC201905.4_FGT004,297
1482,lcl|Zmays_AC201911.3_FGT002,270
1483,lcl|Zmays_AC201913.6_FGT003,327
1484,lcl|Zmays_AC201961.4_FGT001,240
1485,lcl|Zmays_AC201974.3_FGT001,273
1486,lcl|Zmays_AC202002.4_FGT008,327
1487,lcl|Zmays_AC202009.4_FGT003,216
1488,lcl|Zmays_AC202020.4_FGT006,276
1489,lcl|Zmays_AC202041.4_FGT003,381
1490,lcl|Zmays_AC202060.2_FGT006,303
1491,lcl|Zmays_AC202066.2_FGT004,219
1492,lcl|Zmays_AC202070.3_FGT004,255
1493,lcl|Zmays_AC202073.4_FGT010,354
1494,lcl|Zmays_AC202074.2_FGT003,348
1495,lcl|Zmays_AC202076.3_FGT009,303
1496,lcl|Zmays_AC202080.2_FGT001,354
1497,lcl|Zmays_AC202086.2_FGT003,315
1498,lcl|Zmays_AC202093.4_FGT002,240
1499,lcl|Zmays_AC202095.2_FGT002,246
1500,lcl|Zmays_AC202099.1_FGT008,279
1501,lcl|Zmays_AC202099.1_FGT009,324
1502,lcl|Zmays_AC202115.3_FGT003,360
1503,lcl|Zmays_AC202120.3_FGT002,303
1504,lcl|Zmays_AC202122.2_FGT006,246
1505,lcl|Zmays_AC202129.3_FGT001,360
1506,lcl|Zmays_AC202141.5_FGT003,321
1507,lcl|Zmays_AC202144.5_FGT007,279
1508,lcl|Zmays_AC202154.4_FGT001,210
1509,lcl|Zmays_AC202172.3_FGT004,228
1510,lcl|Zmays_AC202386.3_FGT001,450
1511,lcl|Zmays_AC202387.3_FGT005,306
1512,lcl|Zmays_AC202399.3_FGT003,351
1513,lcl|Zmays_AC202401.3_FGT001,228
1514,lcl|Zmays_AC202403.4_FGT002,336
1515,lcl|Zmays_AC202405.3_FGT003,303
1516,lcl|Zmays_AC202406.4_FGT009,348
1517,lcl|Zmays_AC202410.3_FGT001,306
1518,lcl|Zmays_AC202410.3_FGT002,252
1519,lcl|Zmays_AC202417.5_FGT002,297
1520,lcl|Zmays_AC202426.3_FGT001,489
1521,lcl|Zmays_AC202438.4_FGT002,222
1522,lcl|Zmays_AC202440.4_FGT002,237
1523,lcl|Zmays_AC202449.4_FGT007,267
1524,lcl|Zmays_AC202453.4_FGT003,243
1525,lcl|Zmays_AC202454.4_FGT002,258
1526,lcl|Zmays_AC202534.2_FGT002,201
1527,lcl|Zmays_AC202535.2_FGT004,267
1528,lcl|Zmays_AC202543.3_FGT002,210
1529,lcl|Zmays_AC202548.4_FGT002,237
1530,lcl|Zmays_AC202549.3_FGT007,333
1531,lcl|Zmays_AC202550.4_FGT006,291
1532,lcl|Zmays_AC202561.3_FGT009,243
1533,lcl|Zmays_AC202564.3_FGT001,204
1534,lcl|Zmays_AC202567.4_FGT002,285
1535,lcl|Zmays_AC202567.4_FGT005,360
1536,lcl|Zmays_AC202703.2_FGT001,312
1537,lcl|Zmays_AC202704.2_FGT003,261
1538,lcl|Zmays_AC202836.3_FGT002,306
1539,lcl|Zmays_AC202858.3_FGT001,318
1540,lcl|Zmays_AC202861.3_FGT005,315
1541,lcl|Zmays_AC202867.3_FGT012,318
1542,lcl|Zmays_AC202877.3_FGT003,225
1543,lcl|Zmays_AC202878.3_FGT002,270
1544,lcl|Zmays_AC202878.3_FGT004,258
1545,lcl|Zmays_AC202883.4_FGT004,252
1546,lcl|Zmays_AC202883.4_FGT006,339
1547,lcl|Zmays_AC202890.4_FGT003,303
1548,lcl|Zmays_AC202890.4_FGT005,336
1549,lcl|Zmays_AC202891.3_FGT003,243
1550,lcl|Zmays_AC202909.3_FGT003,324
1551,lcl|Zmays_AC202921.3_FGT002,324
1552,lcl|Zmays_AC202926.3_FGT001,336
1553,lcl|Zmays_AC202930.4_FGT008,294
1554,lcl|Zmays_AC202938.3_FGT009,237
1555,lcl|Zmays_AC202946.3_FGT001,234
1556,lcl|Zmays_AC202953.3_FGT003,360
1557,lcl|Zmays_AC202978.3_FGT003,324
1558,lcl|Zmays_AC202981.3_FGT001,318
1559,lcl|Zmays_AC202989.3_FGT002,282
1560,lcl|Zmays_AC202989.3_FGT005,345
1561,lcl|Zmays_AC202996.3_FGT003,243
1562,lcl|Zmays_AC202998.3_FGT007,219
1563,lcl|Zmays_AC203002.3_FGT005,297
1564,lcl|Zmays_AC203031.3_FGT001,288
1565,lcl|Zmays_AC203033.3_FGT005,336
1566,lcl|Zmays_AC203037.4_FGT001,351
1567,lcl|Zmays_AC203038.3_FGT003,207
1568,lcl|Zmays_AC203038.3_FGT004,210
1569,lcl|Zmays_AC203048.3_FGT001,246
1570,lcl|Zmays_AC203051.3_FGT003,270
1571,lcl|Zmays_AC203053.3_FGT003,309
1572,lcl|Zmays_AC203056.3_FGT002,324
1573,lcl|Zmays_AC203062.3_FGT001,318
1574,lcl|Zmays_AC203063.3_FGT001,309
1575,lcl|Zmays_AC203067.4_FGT003,210
1576,lcl|Zmays_AC203067.4_FGT004,273
1577,lcl|Zmays_AC203070.3_FGT007,309
1578,lcl|Zmays_AC203078.3_FGT002,210
1579,lcl|Zmays_AC203090.3_FGT005,267
1580,lcl|Zmays_AC203094.3_FGT006,249
1581,lcl|Zmays_AC203100.3_FGT002,258
1582,lcl|Zmays_AC203179.3_FGT001,219
1583,lcl|Zmays_AC203183.3_FGT001,211
1584,lcl|Zmays_AC203210.3_FGT002,225
1585,lcl|Zmays_AC203218.3_FGT001,267
1586,lcl|Zmays_AC203230.4_FGT002,255
1587,lcl|Zmays_AC203240.3_FGT008,330
1588,lcl|Zmays_AC203240.3_FGT009,321
1589,lcl|Zmays_AC203249.3_FGT003,231
1590,lcl|Zmays_AC203257.2_FGT004,255
1591,lcl|Zmays_AC203258.4_FGT003,273
1592,lcl|Zmays_AC203258.4_FGT004,306
1593,lcl|Zmays_AC203260.3_FGT001,258
1594,lcl|Zmays_AC203262.3_FGT002,360
1595,lcl|Zmays_AC203272.3_FGT001,297
1596,lcl|Zmays_AC203278.4_FGT002,228
1597,lcl|Zmays_AC203280.3_FGT003,354
1598,lcl|Zmays_AC203294.3_FGT008,309
1599,lcl|Zmays_AC203295.2_FGT004,243
1600,lcl|Zmays_AC203297.3_FGT002,204
1601,lcl|Zmays_AC203298.3_FGT003,285
1602,lcl|Zmays_AC203307.4_FGT001,324
1603,lcl|Zmays_AC203310.3_FGT002,261
1604,lcl|Zmays_AC203327.3_FGT006,225
1605,lcl|Zmays_AC203333.4_FGT002,348
1606,lcl|Zmays_AC203341.3_FGT001,288
1607,lcl|Zmays_AC203341.3_FGT003,273
1608,lcl|Zmays_AC203343.3_FGT002,330
1609,lcl|Zmays_AC203344.3_FGT003,288
1610,lcl|Zmays_AC203351.3_FGT002,270
1611,lcl|Zmays_AC203363.3_FGT002,339
1612,lcl|Zmays_AC203376.3_FGT003,285
1613,lcl|Zmays_AC203381.3_FGT006,243
1614,lcl|Zmays_AC203401.3_FGT002,318
1615,lcl|Zmays_AC203422.3_FGT007,210
1616,lcl|Zmays_AC203423.3_FGT008,261
1617,lcl|Zmays_AC203424.3_FGT003,360
1618,lcl|Zmays_AC203434.3_FGT004,327
1619,lcl|Zmays_AC203435.3_FGT001,312
1620,lcl|Zmays_AC203435.3_FGT005,240
1621,lcl|Zmays_AC203441.3_FGT006,246
1622,lcl|Zmays_AC203442.2_FGT001,207
1623,lcl|Zmays_AC203535.4_FGT008,240
1624,lcl|Zmays_AC203670.3_FGT002,276
1625,lcl|Zmays_AC203747.4_FGT001,297
1626,lcl|Zmays_AC203747.4_FGT005,213
1627,lcl|Zmays_AC203753.4_FGT002,345
1628,lcl|Zmays_AC203753.4_FGT005,246
1629,lcl|Zmays_AC203753.4_FGT007,360
1630,lcl|Zmays_AC203763.3_FGT001,243
1631,lcl|Zmays_AC203773.3_FGT003,225
1632,lcl|Zmays_AC203777.3_FGT001,306
1633,lcl|Zmays_AC203779.5_FGT014,297
1634,lcl|Zmays_AC203790.3_FGT002,348
1635,lcl|Zmays_AC203790.3_FGT004,312
1636,lcl|Zmays_AC203802.2_FGT002,312
1637,lcl|Zmays_AC203804.4_FGT006,270
1638,lcl|Zmays_AC203816.3_FGT007,330
1639,lcl|Zmays_AC203820.4_FGT004,249
1640,lcl|Zmays_AC203834.4_FGT002,255
1641,lcl|Zmays_AC203841.3_FGT003,246
1642,lcl|Zmays_AC203848.4_FGT002,285
1643,lcl|Zmays_AC203849.4_FGT002,303
1644,lcl|Zmays_AC203850.3_FGT002,249
1645,lcl|Zmays_AC203855.2_FGT001,291
1646,lcl|Zmays_AC203857.4_FGT005,321
1647,lcl|Zmays_AC203863.3_FGT003,348
1648,lcl|Zmays_AC203867.4_FGT003,333
1649,lcl|Zmays_AC203868.4_FGT003,261
1650,lcl|Zmays_AC203870.3_FGT003,297
1651,lcl|Zmays_AC203872.3_FGT002,342
1652,lcl|Zmays_AC203873.3_FGT001,360
1653,lcl|Zmays_AC203876.3_FGT006,294
1654,lcl|Zmays_AC203878.4_FGT008,204
1655,lcl|Zmays_AC203885.3_FGT006,261
1656,lcl|Zmays_AC203891.3_FGT003,279
1657,lcl|Zmays_AC203909.3_FGT010,345
1658,lcl|Zmays_AC203911.3_FGT008,318
1659,lcl|Zmays_AC203913.3_FGT005,264
1660,lcl|Zmays_AC203914.3_FGT006,342
1661,lcl|Zmays_AC203923.3_FGT002,246
1662,lcl|Zmays_AC203925.3_FGT002,261
1663,lcl|Zmays_AC203927.3_FGT002,300
1664,lcl|Zmays_AC203928.4_FGT001,339
1665,lcl|Zmays_AC203933.3_FGT001,213
1666,lcl|Zmays_AC203938.3_FGT002,246
1667,lcl|Zmays_AC203947.3_FGT004,357
1668,lcl|Zmays_AC203956.3_FGT007,249
1669,lcl|Zmays_AC203958.3_FGT003,306
1670,lcl|Zmays_AC203968.4_FGT005,270
1671,lcl|Zmays_AC203975.3_FGT005,240
1672,lcl|Zmays_AC203985.4_FGT006,312
1673,lcl|Zmays_AC203986.3_FGT019,240
1674,lcl|Zmays_AC204006.3_FGT010,357
1675,lcl|Zmays_AC204009.3_FGT004,207
1676,lcl|Zmays_AC204009.3_FGT007,231
1677,lcl|Zmays_AC204016.3_FGT002,204
1678,lcl|Zmays_AC204023.3_FGT003,261
1679,lcl|Zmays_AC204027.4_FGT001,264
1680,lcl|Zmays_AC204030.3_FGT001,219
1681,lcl|Zmays_AC204042.3_FGT003,234
1682,lcl|Zmays_AC204044.3_FGT002,210
1683,lcl|Zmays_AC204044.3_FGT003,225
1684,lcl|Zmays_AC204048.3_FGT002,309
1685,lcl|Zmays_AC204049.3_FGT002,348
1686,lcl|Zmays_AC204057.3_FGT006,303
1687,lcl|Zmays_AC204061.3_FGT001,435
1688,lcl|Zmays_AC204061.3_FGT004,243
1689,lcl|Zmays_AC204069.3_FGT001,351
1690,lcl|Zmays_AC204213.1_FGT007,351
1691,lcl|Zmays_AC204221.3_FGT003,225
1692,lcl|Zmays_AC204223.3_FGT003,357
1693,lcl|Zmays_AC204230.3_FGT012,282
1694,lcl|Zmays_AC204269.3_FGT006,300
1695,lcl|Zmays_AC204300.3_FGT009,345
1696,lcl|Zmays_AC204313.3_FGT001,306
1697,lcl|Zmays_AC204317.4_FGT001,228
1698,lcl|Zmays_AC204363.3_FGT001,318
1699,lcl|Zmays_AC204366.3_FGT008,345
1700,lcl|Zmays_AC204376.3_FGT005,324
1701,lcl|Zmays_AC204377.3_FGT001,255
1702,lcl|Zmays_AC204382.3_FGT010,276
1703,lcl|Zmays_AC204387.3_FGT002,216
1704,lcl|Zmays_AC204390.3_FGT002,243
1705,lcl|Zmays_AC204393.3_FGT006,309
1706,lcl|Zmays_AC204399.3_FGT005,288
1707,lcl|Zmays_AC204402.3_FGT002,318
1708,lcl|Zmays_AC204414.3_FGT002,279
1709,lcl|Zmays_AC204414.3_FGT003,234
1710,lcl|Zmays_AC204417.3_FGT001,240
1711,lcl|Zmays_AC204420.3_FGT001,315
1712,lcl|Zmays_AC204432.3_FGT005,306
1713,lcl|Zmays_AC204437.3_FGT007,324
1714,lcl|Zmays_AC204474.3_FGT001,330
1715,lcl|Zmays_AC204509.4_FGT010,204
1716,lcl|Zmays_AC204512.3_FGT002,297
1717,lcl|Zmays_AC204515.4_FGT001,288
1718,lcl|Zmays_AC204522.3_FGT007,303
1719,lcl|Zmays_AC204536.3_FGT006,282
1720,lcl|Zmays_AC204539.4_FGT008,294
1721,lcl|Zmays_AC204558.4_FGT005,309
1722,lcl|Zmays_AC204563.3_FGT006,306
1723,lcl|Zmays_AC204573.3_FGT011,474
1724,lcl|Zmays_AC204575.3_FGT004,318
1725,lcl|Zmays_AC204575.3_FGT005,216
1726,lcl|Zmays_AC204577.4_FGT004,345
1727,lcl|Zmays_AC204581.3_FGT003,294
1728,lcl|Zmays_AC204591.3_FGT002,288
1729,lcl|Zmays_AC204597.3_FGT006,240
1730,lcl|Zmays_AC204609.3_FGT004,204
1731,lcl|Zmays_AC204620.4_FGT003,252
1732,lcl|Zmays_AC204627.4_FGT001,342
1733,lcl|Zmays_AC204627.4_FGT003,246
1734,lcl|Zmays_AC204629.3_FGT003,288
1735,lcl|Zmays_AC204635.3_FGT001,222
1736,lcl|Zmays_AC204635.3_FGT002,213
1737,lcl|Zmays_AC204639.3_FGT005,240
1738,lcl|Zmays_AC204652.3_FGT006,273
1739,lcl|Zmays_AC204654.3_FGT001,243
1740,lcl|Zmays_AC204656.2_FGT001,201
1741,lcl|Zmays_AC204659.3_FGT003,261
1742,lcl|Zmays_AC204662.3_FGT004,270
1743,lcl|Zmays_AC204688.3_FGT002,327
1744,lcl|Zmays_AC204689.3_FGT001,294
1745,lcl|Zmays_AC204689.3_FGT003,249
1746,lcl|Zmays_AC204707.4_FGT001,360
1747,lcl|Zmays_AC204712.3_FGT002,339
1748,lcl|Zmays_AC204721.3_FGT003,261
1749,lcl|Zmays_AC204746.3_FGT010,354
1750,lcl|Zmays_AC204755.4_FGT003,303
1751,lcl|Zmays_AC204762.3_FGT004,360
1752,lcl|Zmays_AC204774.3_FGT002,276
1753,lcl|Zmays_AC204775.3_FGT001,297
1754,lcl|Zmays_AC204821.3_FGT005,222
1755,lcl|Zmays_AC204822.3_FGT002,345
1756,lcl|Zmays_AC204823.3_FGT003,237
1757,lcl|Zmays_AC204823.3_FGT013,297
1758,lcl|Zmays_AC204823.3_FGT015,201
1759,lcl|Zmays_AC204827.3_FGT001,282
1760,lcl|Zmays_AC204837.3_FGT006,291
1761,lcl|Zmays_AC204839.2_FGT002,234
1762,lcl|Zmays_AC204839.2_FGT013,243
1763,lcl|Zmays_AC204846.2_FGT001,282
1764,lcl|Zmays_AC204846.2_FGT002,201
1765,lcl|Zmays_AC204865.3_FGT003,282
1766,lcl|Zmays_AC204876.3_FGT006,255
1767,lcl|Zmays_AC204884.3_FGT004,330
1768,lcl|Zmays_AC204893.3_FGT001,360
1769,lcl|Zmays_AC204897.3_FGT005,336
1770,lcl|Zmays_AC204921.4_FGT007,276
1771,lcl|Zmays_AC204923.4_FGT003,291
1772,lcl|Zmays_AC204930.3_FGT003,342
1773,lcl|Zmays_AC204931.3_FGT004,354
1774,lcl|Zmays_AC204937.3_FGT004,294
1775,lcl|Zmays_AC204937.3_FGT007,306
1776,lcl|Zmays_AC204940.3_FGT008,354
1777,lcl|Zmays_AC204944.3_FGT004,327
1778,lcl|Zmays_AC204994.5_FGT001,330
1779,lcl|Zmays_AC205015.4_FGT002,342
1780,lcl|Zmays_AC205017.3_FGT010,282
1781,lcl|Zmays_AC205020.3_FGT004,249
1782,lcl|Zmays_AC205021.4_FGT003,324
1783,lcl|Zmays_AC205023.3_FGT003,321
1784,lcl|Zmays_AC205029.4_FGT004,294
1785,lcl|Zmays_AC205039.4_FGT002,312
1786,lcl|Zmays_AC205052.4_FGT004,351
1787,lcl|Zmays_AC205062.3_FGT002,228
1788,lcl|Zmays_AC205066.3_FGT005,246
1789,lcl|Zmays_AC205077.3_FGT002,462
1790,lcl|Zmays_AC205092.3_FGT002,213
1791,lcl|Zmays_AC205104.3_FGT003,225
1792,lcl|Zmays_AC205106.3_FGT004,336
1793,lcl|Zmays_AC205111.3_FGT001,219
1794,lcl|Zmays_AC205114.4_FGT001,321
1795,lcl|Zmays_AC205126.4_FGT001,249
1796,lcl|Zmays_AC205156.3_FGT003,357
1797,lcl|Zmays_AC205159.3_FGT005,294
1798,lcl|Zmays_AC205243.3_FGT005,285
1799,lcl|Zmays_AC205247.3_FGT001,303
1800,lcl|Zmays_AC205254.3_FGT002,210
1801,lcl|Zmays_AC205257.3_FGT001,240
1802,lcl|Zmays_AC205266.3_FGT005,339
1803,lcl|Zmays_AC205269.3_FGT003,327
1804,lcl|Zmays_AC205269.3_FGT005,258
1805,lcl|Zmays_AC205280.2_FGT002,276
1806,lcl|Zmays_AC205311.3_FGT006,318
1807,lcl|Zmays_AC205314.3_FGT011,279
1808,lcl|Zmays_AC205315.3_FGT001,321
1809,lcl|Zmays_AC205318.3_FGT001,318
1810,lcl|Zmays_AC205321.3_FGT005,366
1811,lcl|Zmays_AC205328.3_FGT007,357
1812,lcl|Zmays_AC205337.3_FGT004,348
1813,lcl|Zmays_AC205338.3_FGT001,207
1814,lcl|Zmays_AC205339.3_FGT003,246
1815,lcl|Zmays_AC205344.3_FGT001,252
1816,lcl|Zmays_AC205346.3_FGT003,324
1817,lcl|Zmays_AC205354.3_FGT001,321
1818,lcl|Zmays_AC205354.3_FGT003,339
1819,lcl|Zmays_AC205365.3_FGT001,318
1820,lcl|Zmays_AC205366.3_FGT003,204
1821,lcl|Zmays_AC205372.3_FGT003,309
1822,lcl|Zmays_AC205383.3_FGT003,240
1823,lcl|Zmays_AC205388.3_FGT003,237
1824,lcl|Zmays_AC205396.3_FGT001,291
1825,lcl|Zmays_AC205402.3_FGT001,303
1826,lcl|Zmays_AC205404.3_FGT002,291
1827,lcl|Zmays_AC205416.3_FGT002,300
1828,lcl|Zmays_AC205419.3_FGT005,273
1829,lcl|Zmays_AC205420.3_FGT003,318
1830,lcl|Zmays_AC205423.3_FGT003,279
1831,lcl|Zmays_AC205425.3_FGT006,255
1832,lcl|Zmays_AC205474.3_FGT004,243
1833,lcl|Zmays_AC205477.4_FGT008,336
1834,lcl|Zmays_AC205481.3_FGT006,321
1835,lcl|Zmays_AC205484.3_FGT004,273
1836,lcl|Zmays_AC205499.3_FGT004,318
1837,lcl|Zmays_AC205500.3_FGT003,288
1838,lcl|Zmays_AC205513.3_FGT001,336
1839,lcl|Zmays_AC205520.3_FGT004,231
1840,lcl|Zmays_AC205522.3_FGT002,294
1841,lcl|Zmays_AC205530.4_FGT002,261
1842,lcl|Zmays_AC205530.4_FGT003,303
1843,lcl|Zmays_AC205536.3_FGT008,261
1844,lcl|Zmays_AC205537.3_FGT005,330
1845,lcl|Zmays_AC205541.3_FGT001,267
1846,lcl|Zmays_AC205542.3_FGT004,294
1847,lcl|Zmays_AC205553.4_FGT002,261
1848,lcl|Zmays_AC205564.3_FGT013,249
1849,lcl|Zmays_AC205571.3_FGT001,306
1850,lcl|Zmays_AC205573.3_FGT002,318
1851,lcl|Zmays_AC205590.3_FGT002,330
1852,lcl|Zmays_AC205591.4_FGT006,261
1853,lcl|Zmays_AC205595.3_FGT007,213
1854,lcl|Zmays_AC205597.3_FGT001,258
1855,lcl|Zmays_AC205601.3_FGT001,315
1856,lcl|Zmays_AC205601.3_FGT002,315
1857,lcl|Zmays_AC205610.3_FGT004,240
1858,lcl|Zmays_AC205611.3_FGT004,234
1859,lcl|Zmays_AC205664.3_FGT001,345
1860,lcl|Zmays_AC205665.3_FGT004,354
1861,lcl|Zmays_AC205694.3_FGT001,327
1862,lcl|Zmays_AC205699.3_FGT004,327
1863,lcl|Zmays_AC205702.4_FGT005,261
1864,lcl|Zmays_AC205709.3_FGT004,249
1865,lcl|Zmays_AC205713.4_FGT007,210
1866,lcl|Zmays_AC205713.4_FGT009,423
1867,lcl|Zmays_AC205722.3_FGT002,276
1868,lcl|Zmays_AC205726.4_FGT003,333
1869,lcl|Zmays_AC205783.3_FGT009,315
1870,lcl|Zmays_AC205812.3_FGT001,303
1871,lcl|Zmays_AC205813.4_FGT007,315
1872,lcl|Zmays_AC205813.4_FGT008,270
1873,lcl|Zmays_AC205817.4_FGT001,351
1874,lcl|Zmays_AC205818.3_FGT001,360
1875,lcl|Zmays_AC205823.3_FGT002,360
1876,lcl|Zmays_AC205834.3_FGT001,336
1877,lcl|Zmays_AC205840.4_FGT006,339
1878,lcl|Zmays_AC205847.3_FGT001,339
1879,lcl|Zmays_AC205850.4_FGT004,345
1880,lcl|Zmays_AC205885.3_FGT001,222
1881,lcl|Zmays_AC205901.2_FGT001,246
1882,lcl|Zmays_AC205905.3_FGT002,336
1883,lcl|Zmays_AC205905.3_FGT003,309
1884,lcl|Zmays_AC205909.3_FGT001,375
1885,lcl|Zmays_AC205961.2_FGT004,360
1886,lcl|Zmays_AC205968.3_FGT001,246
1887,lcl|Zmays_AC205972.3_FGT002,288
1888,lcl|Zmays_AC205984.3_FGT007,315
1889,lcl|Zmays_AC205990.3_FGT003,243
1890,lcl|Zmays_AC206029.2_FGT005,288
1891,lcl|Zmays_AC206060.3_FGT002,303
1892,lcl|Zmays_AC206061.3_FGT003,252
1893,lcl|Zmays_AC206062.3_FGT004,288
1894,lcl|Zmays_AC206156.3_FGT008,294
1895,lcl|Zmays_AC206160.3_FGT003,294
1896,lcl|Zmays_AC206173.3_FGT001,330
1897,lcl|Zmays_AC206185.3_FGT003,216
1898,lcl|Zmays_AC206185.3_FGT006,360
1899,lcl|Zmays_AC206185.3_FGT009,315
1900,lcl|Zmays_AC206186.3_FGT001,360
1901,lcl|Zmays_AC206186.3_FGT009,270
1902,lcl|Zmays_AC206191.3_FGT001,315
1903,lcl|Zmays_AC206197.3_FGT004,294
1904,lcl|Zmays_AC206198.3_FGT001,1086
1905,lcl|Zmays_AC206199.3_FGT001,339
1906,lcl|Zmays_AC206199.3_FGT005,345
1907,lcl|Zmays_AC206208.3_FGT002,330
1908,lcl|Zmays_AC206208.3_FGT003,291
1909,lcl|Zmays_AC206234.3_FGT002,300
1910,lcl|Zmays_AC206234.3_FGT008,279
1911,lcl|Zmays_AC206247.3_FGT003,234
1912,lcl|Zmays_AC206247.3_FGT011,339
1913,lcl|Zmays_AC206252.3_FGT002,270
1914,lcl|Zmays_AC206259.3_FGT004,237
1915,lcl|Zmays_AC206262.3_FGT003,243
1916,lcl|Zmays_AC206262.3_FGT004,258
1917,lcl|Zmays_AC206262.3_FGT006,291
1918,lcl|Zmays_AC206262.3_FGT007,315
1919,lcl|Zmays_AC206264.3_FGT007,219
1920,lcl|Zmays_AC206273.3_FGT004,339
1921,lcl|Zmays_AC206274.3_FGT006,246
1922,lcl|Zmays_AC206287.3_FGT001,348
1923,lcl|Zmays_AC206288.3_FGT004,267
1924,lcl|Zmays_AC206292.2_FGT001,261
1925,lcl|Zmays_AC206392.3_FGT004,285
1926,lcl|Zmays_AC206393.3_FGT006,345
1927,lcl|Zmays_AC206400.3_FGT003,222
1928,lcl|Zmays_AC206403.3_FGT002,417
1929,lcl|Zmays_AC206404.3_FGT002,231
1930,lcl|Zmays_AC206429.3_FGT002,213
1931,lcl|Zmays_AC206495.3_FGT007,261
1932,lcl|Zmays_AC206512.3_FGT003,270
1933,lcl|Zmays_AC206515.3_FGT004,213
1934,lcl|Zmays_AC206515.3_FGT006,204
1935,lcl|Zmays_AC206557.3_FGT015,276
1936,lcl|Zmays_AC206579.3_FGT007,288
1937,lcl|Zmays_AC206579.3_FGT008,210
1938,lcl|Zmays_AC206581.2_FGT003,285
1939,lcl|Zmays_AC206586.2_FGT001,324
1940,lcl|Zmays_AC206594.2_FGT003,276
1941,lcl|Zmays_AC206608.3_FGT003,360
