@relation relation name
@attribute Seq Name string
@attribute Width string
@attribute GC Content string
@attribute GC Ratio string
@data
'TAE_circ00423_Traes_2BS_F698CECA3|ta_iwgsc_2bs_v1_5188378(+):(5544-5681)(5544-5681)','276','55.7971','0.5714'
'TAE_circ00423_Traes_2BS_F698CECA3|ta_iwgsc_2bs_v1_5188378(+):(5544-5681)(5544-5681)','276','55.7971','0.5714'
'TAE_circ00425_Traes_2BS_23E094F33|ta_iwgsc_2bs_v1_5188410(-):(12310-12203)(12310-12203)','216','59.2593','1.0'
'TAE_circ00428_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(9944-9795)(9944-9795)','300','69.3333','0.5072'
'TAE_circ00426_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(3790-3324)(3790-3324)(8821-3790)','5966','50.1509','1.0465'
'TAE_circ00427_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(3790-3324)(3790-3324)(8881-3790)','6026','50.1991','1.0453'
'TAE_circ00428_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(9944-9795)(9944-9795)','300','69.3333','0.5072'
'TAE_circ00426_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(3841-3324)(3841-3324)(8821-3841)','6017','50.2077','1.044'
'TAE_circ00427_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(3841-3324)(3841-3324)(8881-3841)','6077','50.2551','1.0428'
'TAE_circ00428_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(9944-9795)(9944-9795)','300','69.3333','0.5072'
'TAE_circ00426_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(3922-3347)(3922-3347)(8821-3922)','6052','50.3139','1.0382'
'TAE_circ00427_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(3922-3347)(3922-3347)(8881-3922)','6112','50.3599','1.0371'
'TAE_circ00426_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(3805-3286)(3805-3286)(8821-3805)','6057','50.0908','1.0486'
'TAE_circ00427_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(3805-3286)(3805-3286)(8881-3805)','6117','50.139','1.0474'
'TAE_circ00426_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(3710-3197)(3710-3197)(8821-3710)','6140','49.4137','1.05'
'TAE_circ00427_Traes_2BS_E68F1B47C|ta_iwgsc_2bs_v1_5191753(-):(3710-3197)(3710-3197)(8881-3710)','6200','49.4677','1.0488'
'TAE_circ00429_Traes_2BS_8863D42E7|ta_iwgsc_2bs_v1_5195529(-):(5649-5519)(5649-5519)','262','51.9084','1.5185'
'TAE_circ00430_Traes_2BS_3B9173BAD|ta_iwgsc_2bs_v1_5200148(-):(1082-923)(1082-923)','320','66.875','0.5507'
'TAE_circ00431_Traes_2BS_87E3BCB91|ta_iwgsc_2bs_v1_5201704(-):(4942-4830)(4942-4830)','226','47.7876','1.3478'
'TAE_circ00431_Traes_2BS_87E3BCB91|ta_iwgsc_2bs_v1_5201704(-):(4942-4830)(4942-4830)','226','47.7876','1.3478'
'TAE_circ00432_Traes_2BS_C0C4EED60|ta_iwgsc_2bs_v1_5201954(-):(1822-1698)(1822-1698)','250','35.2','0.913'
'TAE_circ00434_Traes_2BS_E59D45289|ta_iwgsc_2bs_v1_5204577(-):(6694-6595)(6694-6595)','200','49.0','1.5789'
'TAE_circ00434_Traes_2BS_E59D45289|ta_iwgsc_2bs_v1_5204577(-):(6694-6595)(6694-6595)','200','49.0','1.5789'
'TAE_circ00434_Traes_2BS_E59D45289|ta_iwgsc_2bs_v1_5204577(-):(6694-6595)(6694-6595)','200','49.0','1.5789'
'TAE_circ00435_Traes_2BS_5D9CD75EE|ta_iwgsc_2bs_v1_5209312(+):(8626-8725)(8626-8725)','200','73.0','0.6591'
'TAE_circ00435_Traes_2BS_5D9CD75EE|ta_iwgsc_2bs_v1_5209312(+):(8626-8725)(8626-8725)','200','73.0','0.6591'
'TAE_circ00436_Traes_2BS_86D242824|ta_iwgsc_2bs_v1_5222244(+):(10542-10658)(10542-10658)','234','72.6496','1.5758'
'TAE_circ00436_Traes_2BS_86D242824|ta_iwgsc_2bs_v1_5222244(+):(10542-10658)(10542-10658)','234','72.6496','1.5758'
'TAE_circ00436_Traes_2BS_86D242824|ta_iwgsc_2bs_v1_5222244(+):(10542-10658)(10542-10658)','234','72.6496','1.5758'
'TAE_circ00437_Traes_2BS_9AC399080|ta_iwgsc_2bs_v1_5229108(-):(2343-2236)(2343-2236)','216','59.2593','1.0'
'TAE_circ00438_Traes_2BS_9AC399080|ta_iwgsc_2bs_v1_5229108(-):(2377-2278)(2377-2278)','200','61.0','1.1786'
'TAE_circ00437_Traes_2BS_9AC399080|ta_iwgsc_2bs_v1_5229108(-):(2343-2236)(2343-2236)','216','59.2593','1.0'
'TAE_circ00438_Traes_2BS_9AC399080|ta_iwgsc_2bs_v1_5229108(-):(2377-2278)(2377-2278)','200','61.0','1.1786'
'TAE_circ00439_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2368)(2514-2368)','294','65.3061','0.6842'
'TAE_circ00440_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2386)(2514-2386)','258','65.8915','0.6667'
'TAE_circ00439_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2368)(2514-2368)','294','65.3061','0.6842'
'TAE_circ00440_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2386)(2514-2386)','258','65.8915','0.6667'
'TAE_circ00439_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2368)(2514-2368)','294','65.3061','0.6842'
'TAE_circ00440_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2386)(2514-2386)','258','65.8915','0.6667'
'TAE_circ00439_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2368)(2514-2368)','294','65.3061','0.6842'
'TAE_circ00440_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2386)(2514-2386)','258','65.8915','0.6667'
'TAE_circ00439_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2368)(2514-2368)','294','65.3061','0.6842'
'TAE_circ00440_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2386)(2514-2386)','258','65.8915','0.6667'
'TAE_circ00439_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2368)(2514-2368)','294','65.3061','0.6842'
'TAE_circ00440_Traes_2BS_D4C361AF4|ta_iwgsc_2bs_v1_5230513(-):(2514-2386)(2514-2386)','258','65.8915','0.6667'
'TAE_circ00441_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16167-16063)(16167-16063)','210','48.5714','1.8333'
'TAE_circ00442_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16174-16070)(16174-16070)','210','49.5238','1.7368'
'TAE_circ00443_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16212-16075)(16212-16075)','276','48.5507','2.1905'
'TAE_circ00444_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16218-16081)(16218-16081)','276','49.2754','2.2381'
'TAE_circ00445_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16191-16087)(16191-16087)','210','49.5238','1.6'
'TAE_circ00446_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16215-16089)(16215-16089)','254','49.6063','2.0'
'TAE_circ00441_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16167-16063)(16167-16063)','210','48.5714','1.8333'
'TAE_circ00442_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16174-16070)(16174-16070)','210','49.5238','1.7368'
'TAE_circ00443_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16212-16075)(16212-16075)','276','48.5507','2.1905'
'TAE_circ00444_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16218-16081)(16218-16081)','276','49.2754','2.2381'
'TAE_circ00445_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16191-16087)(16191-16087)','210','49.5238','1.6'
'TAE_circ00446_Traes_2BS_E67494A11|ta_iwgsc_2bs_v1_5231013(-):(16215-16089)(16215-16089)','254','49.6063','2.0'
'TAE_circ00447_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19101-19147)(19101-19147)(19147-19202)','150','63.3333','0.7593'
'TAE_circ00448_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19114-19147)(19114-19147)(19147-19239)','161','62.1118','0.5152'
'TAE_circ00449_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19147-19259)(19147-19259)(19259-19505)(19204-19358)(19358-19505)','776','62.2423','0.8295'
'TAE_circ00450_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19147-19259)(19147-19259)(19259-19503)(19208-19358)(19358-19503)','768','61.9792','0.8238'
'TAE_circ00451_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19147-19259)(19147-19259)(19259-19509)(19217-19358)(19358-19509)','771','62.3865','0.822'
'TAE_circ00452_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19147-19259)(19147-19259)(19259-19547)(19222-19358)(19358-19547)','842','62.8266','0.7517'
'TAE_circ00453_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19147-19259)(19147-19259)(19259-19517)(19225-19358)(19358-19517)','779','62.6444','0.8141'
'TAE_circ00447_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(18956-19109)(18956-19109)(19109-19202)(19101-19171)(19171-19202)','505','66.7327','1.0424'
'TAE_circ00448_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19114-19171)(19114-19171)(19171-19239)','185','62.7027','0.589'
'TAE_circ00449_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19171-19259)(19171-19259)(19259-19505)(19204-19358)(19358-19505)','728','61.9505','0.8333'
'TAE_circ00450_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19171-19259)(19171-19259)(19259-19503)(19208-19358)(19358-19503)','720','61.6667','0.8272'
'TAE_circ00451_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19171-19259)(19171-19259)(19259-19509)(19217-19358)(19358-19509)','723','62.1024','0.8252'
'TAE_circ00452_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19171-19259)(19171-19259)(19259-19547)(19222-19358)(19358-19547)','794','62.5945','0.75'
'TAE_circ00453_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19171-19259)(19171-19259)(19259-19517)(19225-19358)(19358-19517)','731','62.3803','0.8167'
'TAE_circ00447_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19101-19202)(19101-19202)','204','64.7059','0.8333'
'TAE_circ00448_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19114-19239)(19114-19239)','252','62.6984','0.58'
'TAE_circ00449_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(18956-19259)(18956-19259)(19259-19505)(19204-19358)(19358-19505)','1158','63.4715','0.8943'
'TAE_circ00450_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(18956-19259)(18956-19259)(19259-19503)(19208-19358)(19358-19503)','1150','63.3043','0.8909'
'TAE_circ00451_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(18956-19259)(18956-19259)(19259-19509)(19217-19358)(19358-19509)','1153','63.5733','0.8892'
'TAE_circ00452_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(18956-19259)(18956-19259)(19259-19547)(19222-19358)(19358-19547)','1224','63.8072','0.8333'
'TAE_circ00453_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(18956-19259)(18956-19259)(19259-19517)(19225-19358)(19358-19517)','1161','63.7382','0.883'
'TAE_circ00447_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19101-19147)(19101-19147)(19147-19202)','150','63.3333','0.7593'
'TAE_circ00448_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19114-19147)(19114-19147)(19147-19239)','161','62.1118','0.5152'
'TAE_circ00449_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19147-19259)(19147-19259)(19259-19505)(19358-19384)(19204-19446)(19446-19505)','803','62.142','0.8346'
'TAE_circ00450_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19147-19259)(19147-19259)(19259-19503)(19358-19384)(19208-19446)(19446-19503)','795','61.8868','0.829'
'TAE_circ00451_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19147-19259)(19147-19259)(19259-19509)(19358-19384)(19217-19446)(19446-19509)','798','62.2807','0.8272'
'TAE_circ00452_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19147-19259)(19147-19259)(19259-19547)(19358-19384)(19222-19446)(19446-19547)','869','62.7158','0.7581'
'TAE_circ00453_Traes_2BS_F6A5E8996|ta_iwgsc_2bs_v1_5233752(+):(19147-19259)(19147-19259)(19259-19517)(19358-19384)(19225-19446)(19446-19517)','806','62.531','0.8195'
'TAE_circ00454_Traes_2BS_5A45D68C2|ta_iwgsc_2bs_v1_5235247(-):(420-269)(420-269)(462-420)(319-91)(462-319)','720','52.2222','0.9381'
'TAE_circ00455_Traes_2BS_5A45D68C2|ta_iwgsc_2bs_v1_5235247(-):(768-640)(768-640)','258','65.1163','0.8667'
'TAE_circ00454_Traes_2BS_5A45D68C2|ta_iwgsc_2bs_v1_5235247(-):(419-269)(419-269)(462-419)(318-197)(462-318)','613','52.3654','0.8772'
'TAE_circ00455_Traes_2BS_5A45D68C2|ta_iwgsc_2bs_v1_5235247(-):(768-640)(768-640)','258','65.1163','0.8667'
'TAE_circ00454_Traes_2BS_5A45D68C2|ta_iwgsc_2bs_v1_5235247(-):(420-269)(420-269)(462-420)(319-197)(462-319)','614','52.6059','0.8779'
'TAE_circ00455_Traes_2BS_5A45D68C2|ta_iwgsc_2bs_v1_5235247(-):(768-640)(768-640)','258','65.1163','0.8667'
'TAE_circ00456_Traes_2BS_0D6AD06DA|ta_iwgsc_2bs_v1_5242263(-):(3030-2905)(3030-2905)','252','58.7302','1.2424'
'TAE_circ00457_Traes_2BS_88CF42F2E|ta_iwgsc_2bs_v1_5242717(+):(775-999)(775-999)','450','55.1111','0.9077'
'TAE_circ00457_Traes_2BS_88CF42F2E|ta_iwgsc_2bs_v1_5242717(+):(775-999)(775-999)','450','55.1111','0.9077'
'TAE_circ00458_Traes_2BS_640D008BF|ta_iwgsc_2bs_v1_5243603(-):(1694-1554)(1694-1554)','282','39.0071','0.8966'
'TAE_circ00458_Traes_2BS_640D008BF|ta_iwgsc_2bs_v1_5243603(-):(1694-1554)(1694-1554)','282','39.0071','0.8966'
'TAE_circ00460_Traes_2BS_4AE914BE2|ta_iwgsc_2bs_v1_5245974(+):(9282-9382)(9282-9382)','202','69.3069','1.0588'
'TAE_circ00461_Traes_2BS_4AE914BE2|ta_iwgsc_2bs_v1_5245974(+):(9930-10040)(9930-10040)','222','63.964','1.2903'
'TAE_circ00462_Traes_2BS_4AE914BE2|ta_iwgsc_2bs_v1_5245974(+):(10347-10467)(10347-10467)','242','42.9752','2.4667'
'TAE_circ00460_Traes_2BS_4AE914BE2|ta_iwgsc_2bs_v1_5245974(+):(9282-9382)(9282-9382)','202','69.3069','1.0588'
'TAE_circ00461_Traes_2BS_4AE914BE2|ta_iwgsc_2bs_v1_5245974(+):(9930-10040)(9930-10040)','222','63.964','1.2903'
'TAE_circ00462_Traes_2BS_4AE914BE2|ta_iwgsc_2bs_v1_5245974(+):(10347-10467)(10347-10467)','242','42.9752','2.4667'
'TAE_circ00463_Traes_2BS_3D89DF0AD|ta_iwgsc_2bs_v1_5246161(-):(5272-5169)(5272-5169)','208','44.2308','1.1905'
'TAE_circ00463_Traes_2BS_3D89DF0AD|ta_iwgsc_2bs_v1_5246161(-):(5272-5169)(5272-5169)','208','44.2308','1.1905'
'TAE_circ00464_Traes_2BS_F41F3D58C|ta_iwgsc_2bs_v1_5246626(-):(3203-3095)(3203-3095)','218','55.9633','2.8125'
'TAE_circ00464_Traes_2BS_F41F3D58C|ta_iwgsc_2bs_v1_5246626(-):(3203-3095)(3203-3095)','218','55.9633','2.8125'
'TAE_circ00464_Traes_2BS_F41F3D58C|ta_iwgsc_2bs_v1_5246626(-):(3203-3095)(3203-3095)','218','55.9633','2.8125'
'TAE_circ00464_Traes_2BS_F41F3D58C|ta_iwgsc_2bs_v1_5246626(-):(3203-3095)(3203-3095)','218','55.9633','2.8125'
'TAE_circ00465_Traes_2BS_ADC2F0EB8|ta_iwgsc_2bs_v1_5246648(-):(11805-11698)(11805-11698)','216','60.1852','0.9697'
'TAE_circ00466_Traes_2BS_ADC2F0EB8|ta_iwgsc_2bs_v1_5246648(-):(12521-12011)(12521-12011)(12684-12521)(12063-11471)(12684-12063)','2401','45.7726','0.8722'
'TAE_circ00467_Traes_2BS_ADC2F0EB8|ta_iwgsc_2bs_v1_5246648(-):(12521-12019)(12521-12019)(12692-12521)(12063-11471)(12692-12063)','2401','45.8559','0.8693'
'TAE_circ00468_Traes_2BS_ADC2F0EB8|ta_iwgsc_2bs_v1_5246648(-):(12521-12037)(12521-12037)(12698-12521)(12063-11471)(12698-12063)','2377','45.8982','0.8714'
'TAE_circ00469_Traes_2BS_ADC2F0EB8|ta_iwgsc_2bs_v1_5246648(-):(12687-12583)(12687-12583)','210','66.6667','0.4286'
'TAE_circ00470_Traes_2BS_ADC2F0EB8|ta_iwgsc_2bs_v1_5246648(-):(12691-12587)(12691-12587)','210','66.6667','0.4286'
'TAE_circ00471_Traes_2BS_CB79BAFB1|ta_iwgsc_2bs_v1_5246738(+):(8158-8258)(8158-8258)','202','63.3663','0.3617'
'TAE_circ00472_Traes_2BS_16CA42546|ta_iwgsc_2bs_v1_5246954(-):(15121-14990)(15121-14990)','264','53.0303','0.9444'
'TAE_circ00472_Traes_2BS_16CA42546|ta_iwgsc_2bs_v1_5246954(-):(15121-14990)(15121-14990)','264','53.0303','0.9444'
'TAE_circ00473_Traes_2DL_E075C5750|ta_iwgsc_2dl_v1_2523298(+):(358-460)(358-460)','206','56.3107','0.7059'
'TAE_circ00474_Traes_2DL_E075C5750|ta_iwgsc_2dl_v1_2523298(+):(405-554)(405-554)','300','46.6667','1.0588'
'TAE_circ00475_Traes_2DL_6E913E1A4|ta_iwgsc_2dl_v1_8806127(-):(483-384)(483-384)','200','58.0','0.4146'
'TAE_circ00476_Traes_2DL_6E913E1A4|ta_iwgsc_2dl_v1_8806127(-):(489-387)(489-387)','206','58.2524','0.3953'
'TAE_circ00477_Traes_2DL_6E913E1A4|ta_iwgsc_2dl_v1_8806127(-):(491-392)(491-392)','200','57.0','0.3571'
'TAE_circ00478_Traes_2DL_6E913E1A4|ta_iwgsc_2dl_v1_8806127(-):(600-496)(600-496)','210','61.9048','1.2414'
'TAE_circ00479_Traes_2DL_04AA47AA7|ta_iwgsc_2dl_v1_9704527(-):(253-140)(253-140)','228','69.2982','1.0256'
'TAE_circ00479_Traes_2DL_04AA47AA7|ta_iwgsc_2dl_v1_9704527(-):(253-140)(253-140)','228','69.2982','1.0256'
'TAE_circ00480_Traes_2DL_B7DDF88FA|ta_iwgsc_2dl_v1_9727529(-):(2608-2475)(2608-2475)','268','41.791','0.6'
'TAE_circ00481_Traes_2DL_B7DDF88FA|ta_iwgsc_2dl_v1_9727529(-):(2745-2641)(2745-2641)','210','32.381','0.7895'
'TAE_circ00482_Traes_2DL_7052882A8|ta_iwgsc_2dl_v1_9749859(-):(1548-1365)(1548-1365)(1615-1548)(1452-1335)(1615-1452)','718','60.4457','0.6502'
'TAE_circ00483_Traes_2DL_D814281E8|ta_iwgsc_2dl_v1_9781003(+):(1056-1175)(1056-1175)','240','68.3333','1.2162'
'TAE_circ00484_Traes_2DL_01BBE1DA1|ta_iwgsc_2dl_v1_9822997(-):(17136-17014)(17136-17014)','246','49.5935','2.05'
'TAE_circ00485_Traes_2DL_D676385CC|ta_iwgsc_2dl_v1_9827280(-):(1755-1625)(1755-1625)','262','57.2519','0.7857'
'TAE_circ00486_Traes_2DL_D676385CC|ta_iwgsc_2dl_v1_9827280(-):(3210-3102)(3210-3102)','218','46.789','1.6842'
'TAE_circ00485_Traes_2DL_D676385CC|ta_iwgsc_2dl_v1_9827280(-):(1755-1625)(1755-1625)','262','57.2519','0.7857'
'TAE_circ00486_Traes_2DL_D676385CC|ta_iwgsc_2dl_v1_9827280(-):(3210-3102)(3210-3102)','218','46.789','1.6842'
'TAE_circ00487_Traes_2DL_29112E9BD|ta_iwgsc_2dl_v1_9833698(+):(2998-3101)(2998-3101)','208','35.5769','2.0833'
'TAE_circ00487_Traes_2DL_29112E9BD|ta_iwgsc_2dl_v1_9833698(+):(2998-3101)(2998-3101)','208','35.5769','2.0833'
'TAE_circ00487_Traes_2DL_29112E9BD|ta_iwgsc_2dl_v1_9833698(+):(2998-3101)(2998-3101)','208','35.5769','2.0833'
'TAE_circ00487_Traes_2DL_29112E9BD|ta_iwgsc_2dl_v1_9833698(+):(2998-3101)(2998-3101)','208','35.5769','2.0833'
'TAE_circ00488_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4857-4683)(4857-4683)','350','41.1429','1.5714'
'TAE_circ00489_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4857-4723)(4857-4723)','270','41.4815','1.4348'
'TAE_circ00490_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4877-4739)(4877-4739)','278','43.1655','1.6087'
'TAE_circ00491_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4874-4770)(4874-4770)','210','43.8095','1.1905'
'TAE_circ00488_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4857-4683)(4857-4683)','350','41.1429','1.5714'
'TAE_circ00489_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4857-4723)(4857-4723)','270','41.4815','1.4348'
'TAE_circ00490_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4877-4739)(4877-4739)','278','43.1655','1.6087'
'TAE_circ00491_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4874-4770)(4874-4770)','210','43.8095','1.1905'
'TAE_circ00488_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4857-4683)(4857-4683)','350','41.1429','1.5714'
'TAE_circ00489_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4857-4723)(4857-4723)','270','41.4815','1.4348'
'TAE_circ00490_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4877-4739)(4877-4739)','278','43.1655','1.6087'
'TAE_circ00491_Traes_2DL_A5EEC27EC|ta_iwgsc_2dl_v1_9835536(-):(4874-4770)(4874-4770)','210','43.8095','1.1905'
'TAE_circ00492_Traes_2DL_D74FEB54D|ta_iwgsc_2dl_v1_9844073(+):(15978-16154)(15978-16154)(16154-16352)(16076-16318)(16318-16352)','831','51.8652','1.1768'
'TAE_circ00492_Traes_2DL_D74FEB54D|ta_iwgsc_2dl_v1_9844073(+):(16009-16154)(16009-16154)(16154-16352)(16076-16318)(16318-16352)','769','51.1053','1.1359'
'TAE_circ00493_Traes_2DL_F311FFC60|ta_iwgsc_2dl_v1_9847454(-):(6773-6500)(6773-6500)(6816-6773)(6610-6395)(6816-6610)','1015','40.5911','1.1128'
'TAE_circ00494_Traes_2DL_488816050|ta_iwgsc_2dl_v1_9850704(-):(1668-1548)(1668-1548)','242','44.6281','1.25'
'TAE_circ00495_Traes_2DL_9E58CB2D5|ta_iwgsc_2dl_v1_9858078(+):(15021-15140)(15021-15140)','240','58.3333','1.2581'
'TAE_circ00495_Traes_2DL_9E58CB2D5|ta_iwgsc_2dl_v1_9858078(+):(15021-15140)(15021-15140)','240','58.3333','1.2581'
'TAE_circ00496_Traes_2DL_64803388A|ta_iwgsc_2dl_v1_9861046(+):(1800-1856)(1800-1856)(1856-2144)(1800-2097)(2097-2144)','749','41.3885','1.1528'
'TAE_circ00496_Traes_2DL_64803388A|ta_iwgsc_2dl_v1_9861046(+):(1800-1856)(1800-1856)(1856-2144)(1800-2097)(2097-2144)','749','41.3885','1.1528'
'TAE_circ00496_Traes_2DL_64803388A|ta_iwgsc_2dl_v1_9861046(+):(1800-1856)(1800-1856)(1856-2144)(1800-2097)(2097-2144)','749','41.3885','1.1528'
'TAE_circ00497_Traes_2DL_8DC66AF84|ta_iwgsc_2dl_v1_9862329(+):(5212-5496)(5212-5496)','570','54.386','1.1233'
'TAE_circ00497_Traes_2DL_8DC66AF84|ta_iwgsc_2dl_v1_9862329(+):(5212-5496)(5212-5496)','570','54.386','1.1233'
'TAE_circ00497_Traes_2DL_8DC66AF84|ta_iwgsc_2dl_v1_9862329(+):(5212-5496)(5212-5496)','570','54.386','1.1233'
'TAE_circ00497_Traes_2DL_8DC66AF84|ta_iwgsc_2dl_v1_9862329(+):(5178-5484)(5178-5484)(5484-5496)','627','54.7049','1.1987'
'TAE_circ00499_Traes_2DL_AF092AF67|ta_iwgsc_2dl_v1_9866986(+):(6925-7032)(6925-7032)','216','52.7778','1.1111'
'TAE_circ00498_Traes_2DL_C1FAE163C|ta_iwgsc_2dl_v1_9866986(-):(6797-6673)(6797-6673)(6819-6797)','273','43.2234','1.3137'
'TAE_circ00498_Traes_2DL_C1FAE163C|ta_iwgsc_2dl_v1_9866986(-):(6819-6673)(6819-6673)','294','44.2177','1.2414'
'TAE_circ00500_Traes_2DL_69EE502BC|ta_iwgsc_2dl_v1_9869272(-):(7566-7467)(7566-7467)','200','46.0','1.7059'
'TAE_circ00500_Traes_2DL_69EE502BC|ta_iwgsc_2dl_v1_9869272(-):(7566-7467)(7566-7467)','200','46.0','1.7059'
'TAE_circ00500_Traes_2DL_69EE502BC|ta_iwgsc_2dl_v1_9869272(-):(7566-7467)(7566-7467)','200','46.0','1.7059'
'TAE_circ00500_Traes_2DL_69EE502BC|ta_iwgsc_2dl_v1_9869272(-):(7566-7467)(7566-7467)','200','46.0','1.7059'
'TAE_circ00501_Traes_2DL_07CF4C6E0|ta_iwgsc_2dl_v1_9870535(-):(3885-3706)(3885-3706)','360','55.5556','2.4483'
'TAE_circ00501_Traes_2DL_07CF4C6E0|ta_iwgsc_2dl_v1_9870535(-):(3885-3706)(3885-3706)','360','55.5556','2.4483'
'TAE_circ00501_Traes_2DL_07CF4C6E0|ta_iwgsc_2dl_v1_9870535(-):(3814-3706)(3814-3706)(3885-3814)(3708-3233)(3885-3708)','944','55.5085','2.0115'
'TAE_circ00502_Traes_2DL_52276893B|ta_iwgsc_2dl_v1_9872518(-):(13235-13128)(13235-13128)','216','48.1481','1.1667'
