@relation relation name
@attribute Seq Name string
@attribute Width string
@attribute GC Content string
@attribute GC Ratio string
@data
'ath_circ_010396','358','41.0615','0.7927'
'ath_circ_010397','2127','37.6587','0.9925'
'ath_circ_010398','746','38.2038','0.8269'
'ath_circ_010399','165','49.697','1.2778'
'ath_circ_010400','144','37.5','0.7419'
'ath_circ_010401','266','45.4887','0.375'
'ath_circ_010402','76','35.5263','0.8'
'ath_circ_010403','248','39.1129','0.5397'
'ath_circ_010404','557','28.1867','0.9873'
'ath_circ_010405','378','47.0899','1.0227'
'ath_circ_010406','127','51.9685','0.5349'
'ath_circ_010407','1116','36.9176','0.7913'
'ath_circ_010408','1636','40.4034','1.4572'
'ath_circ_010409','178','46.0674','2.9048'
'ath_circ_010410','838','42.7208','1.9587'
'ath_circ_010411','1632','40.3799','1.4498'
'ath_circ_010412','2162','39.8242','1.3654'
'ath_circ_010413','94','43.617','2.7273'
'ath_circ_010414','647','39.2581','1.082'
'ath_circ_010415','231','41.5584','1.1818'
'ath_circ_010416','738','40.3794','1.1135'
'ath_circ_010417','1122','40.4635','1.0731'
'ath_circ_010418','1540','39.8701','1.0399'
'ath_circ_010419','357','40.6162','1.197'
'ath_circ_010420','551','40.8348','1.0455'
'ath_circ_010421','302','41.7219','1.0'
'ath_circ_010422','323','40.2477','1.0'
'ath_circ_010423','63','47.619','0.5789'
'ath_circ_010424','87','50.5747','1.5882'
'ath_circ_010425','111','48.6486','1.4545'
'ath_circ_010426','141','46.8085','1.2759'
'ath_circ_010427','141','46.8085','1.2'
'ath_circ_010428','81','41.9753','0.8889'
'ath_circ_010429','81','44.4444','1.0'
'ath_circ_010430','5338','33.8142','0.908'
'ath_circ_010431','102','31.3725','0.7778'
'ath_circ_010432','109','44.9541','0.6333'
'ath_circ_010433','90','36.6667','1.2'
'ath_circ_010434','410','38.5366','0.6632'
'ath_circ_010435','3317','35.4537','1.0103'
'ath_circ_010436','3513','35.4113','1.0803'
'ath_circ_010437','3488','35.4358','1.0396'
'ath_circ_010438','3452','36.3557','1.0242'
'ath_circ_010439','141','39.0071','3.2308'
'ath_circ_010440','472','39.6186','0.9479'
'ath_circ_010441','10308','32.2274','0.9314'
'ath_circ_010442','10418','32.1655','0.9248'
'ath_circ_010443','772','37.0466','0.9067'
'ath_circ_010444','989','37.1082','0.8629'
'ath_circ_010445','499','38.0762','0.8447'
'ath_circ_010446','716','37.8492','0.8067'
'ath_circ_010447','2166','37.9501','1.1186'
'ath_circ_010448','146','45.8904','1.0303'
'ath_circ_010449','57','56.1404','1.0'
'ath_circ_010450','162','43.2099','1.1875'
'ath_circ_010451','556','39.3885','1.19'
'ath_circ_010452','616','38.7987','1.1532'
'ath_circ_010453','553','36.8897','0.8545'
'ath_circ_010454','461','37.3102','1.0235'
'ath_circ_010455','1431','36.3382','0.9847'
'ath_circ_010456','213','33.3333','0.7317'
'ath_circ_010457','545','36.6972','0.8868'
'ath_circ_010458','1184','38.1757','0.8755'
'ath_circ_010459','186','46.7742','1.175'
'ath_circ_010460','433','33.4873','1.3016'
'ath_circ_010461','158','40.5063','2.7647'
'ath_circ_010462','115','42.6087','3.0833'
'ath_circ_010463','146','43.1507','2.7059'
'ath_circ_010464','103','39.8058','3.1'
'ath_circ_010465','144','48.6111','1.1212'
'ath_circ_010466','149','46.3087','1.3793'
'ath_circ_010467','314','45.2229','1.5818'
'ath_circ_010468','641','43.8378','1.3613'
'ath_circ_010469','110','46.3636','2.0'
'ath_circ_010470','241','48.9627','1.1852'
'ath_circ_010471','99','34.3434','0.4783'
'ath_circ_010472','1306','39.6631','0.9923'
'ath_circ_010473','1306','39.6631','0.9923'
'ath_circ_010474','1665','39.3994','1.0185'
'ath_circ_010475','898','41.7595','0.9036'
'ath_circ_010476','895','41.676','0.8934'
'ath_circ_010477','565','41.2389','0.8492'
'ath_circ_010478','567','40.0353','0.9912'
'ath_circ_010479','535','43.9252','1.4737'
'ath_circ_010480','305','44.2623','1.8125'
'ath_circ_010481','531','38.2298','0.8972'
'ath_circ_010482','711','39.5218','1.0216'
'ath_circ_010483','786','39.9491','0.9503'
'ath_circ_010484','234','44.0171','0.9074'
'ath_circ_010485','627','40.1914','1.4'
'ath_circ_010486','1242','38.3253','1.0342'
'ath_circ_010487','647','36.6306','1.0609'
'ath_circ_010488','880','36.25','1.019'
'ath_circ_010489','642','36.6044','1.0614'
'ath_circ_010490','439','38.7244','0.9767'
'ath_circ_010491','672','37.5','0.9535'
'ath_circ_010492','842','36.1045','1.1111'
'ath_circ_010493','483','40.9938','1.2'
'ath_circ_010494','3053','33.115','1.2517'
'ath_circ_010495','3053','33.0822','1.2595'
'ath_circ_010496','3067','32.9964','1.264'
'ath_circ_010497','93','48.3871','0.5'
'ath_circ_010498','771','39.6887','0.8'
'ath_circ_010499','1093','37.7859','0.7879'
'ath_circ_010500','593','39.9663','0.8516'
'ath_circ_010501','769','38.8817','0.8805'
'ath_circ_010502','334','40.4192','0.6875'
'ath_circ_010503','1017','38.7414','0.7828'
'ath_circ_010504','842','38.5986','0.7568'
'ath_circ_010505','1667','39.0522','0.8235'
'ath_circ_010506','841','38.5256','0.7609'
'ath_circ_010507','590','40.339','0.845'
'ath_circ_010508','353','42.2096','0.6196'
'ath_circ_010509','588','37.7551','0.7209'
'ath_circ_010510','84','51.1905','1.15'
'ath_circ_010511','256','51.9531','0.642'
'ath_circ_010512','243','52.2634','0.6494'
'ath_circ_010513','134','53.7313','0.6364'
'ath_circ_010514','80','51.25','0.8636'
'ath_circ_010515','75','50.6667','0.9'
'ath_circ_010516','100','52.0','0.6774'
'ath_circ_010517','109','52.2936','0.6765'
'ath_circ_010518','83','51.8072','0.5357'
'ath_circ_010519','39','53.8462','0.3125'
'ath_circ_010520','486','42.5926','0.8818'
'ath_circ_010521','282','46.8085','0.6296'
'ath_circ_010522','441','39.9093','0.9556'
'ath_circ_010523','266','40.9774','0.9123'
'ath_circ_010524','3868','33.7642','0.9406'
'ath_circ_010525','346','29.7688','1.1915'
'ath_circ_010526','120','36.6667','1.2'
'ath_circ_010527','1841','37.1537','0.9655'
'ath_circ_010528','1073','36.8127','1.1123'
'ath_circ_010529','461','37.0933','1.0118'
'ath_circ_010530','745','37.7181','1.1953'
'ath_circ_010531','713','35.6241','0.9844'
'ath_circ_010532','1351','37.9719','1.1111'
'ath_circ_010533','1120','38.4821','1.2684'
'ath_circ_010534','158','27.2152','1.15'
'ath_circ_010535','156','27.5641','1.15'
'ath_circ_010536','582','38.1443','0.6692'
'ath_circ_010537','210','51.4286','3.32'
'ath_circ_010538','222','53.1532','3.3704'
'ath_circ_010539','103','58.2524','3.2857'
'ath_circ_010540','161','39.7516','0.3617'
'ath_circ_010541','161','39.1304','0.3696'
'ath_circ_010542','105','37.1429','0.3448'
'ath_circ_010543','161','43.4783','0.129'
'ath_circ_010544','163','43.5583','0.127'
'ath_circ_010545','37','40.5405','0.0714'
'ath_circ_010546','60','38.3333','0.0952'
'ath_circ_010547','89','42.6966','0.1176'
'ath_circ_010548','112','42.8571','0.1707'
'ath_circ_010549','76','44.7368','0.2143'
'ath_circ_010550','126','46.0317','0.871'
'ath_circ_010551','6134','37.2514','0.9939'
'ath_circ_010552','221','43.4389','0.6271'
'ath_circ_010553','442','40.0452','0.5526'
'ath_circ_010554','90','44.4444','0.6'
'ath_circ_010555','108','40.7407','0.8333'
'ath_circ_010556','1379','37.4909','0.8464'
'ath_circ_010557','106','45.283','0.3714'
'ath_circ_010558','1056','39.2045','1.0394'
'ath_circ_010559','656','39.3293','0.9846'
'ath_circ_010560','420','39.7619','1.141'
'ath_circ_010561','581','38.0379','0.8889'
'ath_circ_010562','3063','34.2801','1.2105'
'ath_circ_010563','3025','34.3802','1.2128'
'ath_circ_010564','288','37.1528','0.8772'
'ath_circ_010565','2266','35.5252','0.8677'
'ath_circ_010566','734','34.6049','0.7397'
'ath_circ_010567','148','43.9189','1.8261'
'ath_circ_010568','172','47.6744','1.5625'
'ath_circ_010569','679','40.648','1.1395'
'ath_circ_010570','380','38.4211','0.973'
'ath_circ_010571','832','36.899','1.0884'
'ath_circ_010572','1715','37.6676','1.2048'
'ath_circ_010573','4300','37.3023','1.2278'
'ath_circ_010574','150','39.3333','1.1071'
'ath_circ_010575','1033','38.5286','1.2874'
'ath_circ_010576','368','36.9565','1.5185'
'ath_circ_010577','824','40.8981','1.277'
'ath_circ_010578','1481','38.42','1.1635'
'ath_circ_010579','828','37.1981','1.3158'
'ath_circ_010580','622','38.2637','1.2453'
'ath_circ_010581','140','42.8571','1.069'
'ath_circ_010582','386','43.2642','1.4203'
'ath_circ_010583','154','46.7532','3.5'
'ath_circ_010584','448','40.4018','0.6606'
'ath_circ_010585','751','38.3489','0.8228'
'ath_circ_010586','56','42.8571','0.1429'
'ath_circ_010587','71','43.662','0.1071'
'ath_circ_010588','150','38.6667','6.25'
'ath_circ_010589','93','47.3118','1.5882'
'ath_circ_010590','392','38.0102','0.9103'
'ath_circ_010591','914','36.2144','0.9244'
'ath_circ_010592','214','43.4579','1.8182'
'ath_circ_010593','453','41.2804','1.3671'
'ath_circ_010594','647','40.4946','1.4259'
'ath_circ_010595','139','33.8129','0.6207'
'ath_circ_010596','870','35.7471','1.5702'
'ath_circ_010597','2140','37.2897','1.2931'
'ath_circ_010598','661','33.888','1.5455'
'ath_circ_010599','980','35.8163','1.5252'
'ath_circ_010600','485','32.7835','1.3731'
'ath_circ_010601','759','38.8669','1.3228'
'ath_circ_010602','1354','38.1832','1.2094'
'ath_circ_010603','1804','38.2483','1.163'
'ath_circ_010604','682','38.7097','1.0465'
'ath_circ_010605','1132','38.6042','1.0421'
'ath_circ_010606','258','31.0078','1.3529'
'ath_circ_010607','261','31.0345','1.3143'
'ath_circ_010608','159','44.6541','2.2273'
'ath_circ_010609','426','41.784','0.6952'
'ath_circ_010610','361','40.4432','0.3153'
'ath_circ_010611','373','40.2145','1.3077'
'ath_circ_010612','1090','37.3394','0.867'
'ath_circ_010613','119','41.1765','0.6897'
'ath_circ_010614','558','38.3513','0.7833'
'ath_circ_010615','399','38.0952','0.8765'
'ath_circ_010616','214','54.2056','0.9661'
'ath_circ_010617','536','38.4328','0.9808'
'ath_circ_010618','2210','37.5113','0.9691'
'ath_circ_010619','366','38.2514','0.8421'
'ath_circ_010620','618','34.1424','1.0288'
'ath_circ_010621','1585','40.1893','0.7078'
'ath_circ_010622','1585','40.1893','0.7078'
'ath_circ_010623','1929','39.5023','1.0877'
'ath_circ_010624','2684','39.0835','1.154'
'ath_circ_010625','522','39.0805','1.3448'
'ath_circ_010626','699','38.0544','1.313'
'ath_circ_010627','498','39.9598','1.4268'
'ath_circ_010628','498','39.9598','1.4268'
'ath_circ_010629','315','35.873','1.3542'
'ath_circ_010630','88','39.7727','0.75'
'ath_circ_010631','124','36.2903','1.1429'
'ath_circ_010632','627','39.5534','0.8647'
'ath_circ_010633','1304','39.8006','0.9585'
'ath_circ_010634','120','45.0','1.16'
'ath_circ_010635','355','38.0282','0.875'
'ath_circ_010636','1107','37.308','1.151'
'ath_circ_010637','857','36.7561','1.234'
'ath_circ_010638','2570','38.3658','1.196'
'ath_circ_010639','1352','39.8669','0.9388'
'ath_circ_010640','1642','38.0024','0.8516'
'ath_circ_010641','2095','37.852','0.8528'
'ath_circ_010642','1915','37.2846','0.8642'
'ath_circ_010643','252','43.6508','1.0755'
'ath_circ_010644','842','35.9857','1.1643'
'ath_circ_010645','251','40.239','1.3488'
'ath_circ_010646','549','42.0765','1.5385'
'ath_circ_010647','299','41.4716','1.2143'
'ath_circ_010648','547','42.0475','1.5275'
'ath_circ_010649','545','42.0183','1.5444'
'ath_circ_010650','543','41.989','1.5333'
'ath_circ_010651','149','52.349','1.8889'
'ath_circ_010652','66','45.4545','0.5'
'ath_circ_010653','455','45.7143','0.7627'
'ath_circ_010654','120','40.8333','1.8824'
'ath_circ_010655','80','46.25','3.1111'
'ath_circ_010656','98','39.7959','0.8571'
'ath_circ_010657','163','30.0613','0.3611'
'ath_circ_010658','681','35.6828','0.9918'
'ath_circ_010659','362','37.2928','1.0149'
'ath_circ_010660','4523','36.5023','1.056'
'ath_circ_010661','4427','36.6614','1.0728'
'ath_circ_010662','4716','36.6836','1.0595'
'ath_circ_010663','1418','36.3893','0.9545'
'ath_circ_010664','54','38.8889','0.75'
'ath_circ_010665','1848','34.3074','1.0063'
'ath_circ_010666','3371','33.3729','0.8971'
'ath_circ_010667','1814','33.903','0.9649'
'ath_circ_010668','3347','32.9549','0.8887'
'ath_circ_010669','1395','32.5448','0.7665'
'ath_circ_010670','268','48.1343','0.5926'
'ath_circ_010671','433','41.8014','0.4836'
'ath_circ_010672','102','42.1569','0.3871'
'ath_circ_010673','181','44.1989','0.7021'
'ath_circ_010674','176','43.1818','0.8095'
'ath_circ_010675','108','41.6667','0.2857'
'ath_circ_010676','926','37.689','1.4069'
'ath_circ_010677','926','37.689','1.4069'
'ath_circ_010678','81','39.5062','3.0'
'ath_circ_010679','976','25.2049','1.1579'
'ath_circ_010680','467','36.1884','1.1667'
'ath_circ_010681','799','35.9199','1.2422'
'ath_circ_010682','613','36.8679','1.0545'
'ath_circ_010683','536','35.4478','1.2093'
'ath_circ_010684','1867','36.6363','1.1577'
'ath_circ_010685','275','39.2727','1.4'
'ath_circ_010686','613','37.8467','1.2095'
'ath_circ_010687','1193','41.0729','0.661'
'ath_circ_010688','1193','41.0729','0.661'
'ath_circ_010689','419','37.4702','0.6526'
'ath_circ_010690','323','30.031','1.0208'
'ath_circ_010691','369','37.9404','2.0435'
'ath_circ_010692','1162','37.9518','1.2615'
'ath_circ_010693','64','35.9375','10.5'
'ath_circ_010694','102','47.0588','2.2'
'ath_circ_010695','163','39.2638','0.561'
'ath_circ_010696','134','41.0448','10.0'
'ath_circ_010697','86','39.5349','0.8889'
'ath_circ_010698','192','41.6667','1.4242'
'ath_circ_010699','409','40.5868','1.4058'
'ath_circ_010700','1214','38.3031','0.9703'
'ath_circ_010701','322','40.0621','1.0156'
'ath_circ_010702','95','34.7368','1.5385'
'ath_circ_010703','541','38.0776','0.8899'
'ath_circ_010704','5176','33.8872','1.0563'
'ath_circ_010705','30749','36.2711','1.0256'
'ath_circ_010706','26653','36.3899','1.0232'
'ath_circ_010707','4554','34.2995','1.0129'
'ath_circ_010708','26139','36.4666','1.0229'
'ath_circ_010709','30612','36.2734','1.03'
'ath_circ_010710','21390','37.05','1.0191'
'ath_circ_010711','25899','36.7234','1.0279'
'ath_circ_010712','21252','37.0083','1.0219'
'ath_circ_010713','25725','36.6842','1.0303'
'ath_circ_010714','351','45.584','1.0779'
'ath_circ_010715','25902','36.5763','1.0326'
'ath_circ_010716','221','33.4842','0.8049'
'ath_circ_010717','4339','35.446','1.0756'
'ath_circ_010718','468','40.5983','1.1348'
'ath_circ_010719','819','37.851','1.0946'
'ath_circ_010720','362','40.884','1.0556'
'ath_circ_010721','118','41.5254','0.5806'
'ath_circ_010722','462','52.381','0.4491'
'ath_circ_010723','90','65.5556','0.18'
'ath_circ_010724','473','43.7632','1.3'
'ath_circ_010725','472','43.6441','1.2889'
'ath_circ_010726','646','43.9628','1.073'
'ath_circ_010727','861','43.3217','1.0495'
'ath_circ_010728','2066','40.1742','1.0343'
'ath_circ_010729','1317','38.5725','1.0484'
'ath_circ_010730','825','39.1515','0.9112'
'ath_circ_010731','422','45.2607','0.7685'
'ath_circ_010732','228','49.5614','0.8833'
'ath_circ_010733','336','41.6667','1.4138'
'ath_circ_010734','330','41.2121','1.4286'
'ath_circ_010735','213','46.0094','1.0'
'ath_circ_010736','354','40.678','1.3607'
'ath_circ_010737','1392','39.9425','1.1467'
'ath_circ_010738','962','40.6445','1.125'
'ath_circ_010739','1868','40.6317','1.2193'
'ath_circ_010740','93','39.7849','1.8462'
'ath_circ_010741','444','41.2162','0.8119'
'ath_circ_010742','111','42.3423','0.5161'
'ath_circ_010743','1689','37.6554','0.8329'
'ath_circ_010744','2833','37.4515','0.8014'
'ath_circ_010745','2116','37.7127','0.8303'
'ath_circ_010746','815','38.5276','0.8471'
'ath_circ_010747','106','43.3962','0.6429'
'ath_circ_010748','136','33.0882','0.6071'
'ath_circ_010749','144','47.2222','0.4783'
'ath_circ_010750','3842','33.4201','0.9876'
'ath_circ_010751','152','43.4211','0.8333'
'ath_circ_010752','167','41.9162','0.75'
'ath_circ_010753','419','40.8115','1.375'
'ath_circ_010754','1025','36.7805','1.016'
'ath_circ_010755','1042','38.7716','0.8967'
'ath_circ_010756','372','40.5914','0.6237'
'ath_circ_010757','966','36.9565','0.9091'
'ath_circ_010758','1280','37.7344','0.8794'
'ath_circ_010759','372','37.0968','1.3793'
'ath_circ_010760','980','37.9592','1.325'
'ath_circ_010761','1708','37.8806','1.2234'
'ath_circ_010762','1868','38.0086','1.2257'
'ath_circ_010763','2920','37.4658','1.2697'
'ath_circ_010764','1656','38.285','1.2724'
'ath_circ_010765','159','38.9937','2.4444'
'ath_circ_010766','351','42.1652','1.4667'
'ath_circ_010767','1565','37.8275','1.2857'
'ath_circ_010768','720','37.3611','1.2605'
'ath_circ_010769','52','42.3077','0.375'
'ath_circ_010770','153','47.0588','0.9459'
'ath_circ_010771','762','35.6955','0.9021'
'ath_circ_010772','2305','38.0043','0.7951'
'ath_circ_010773','2411','37.9096','0.7886'
'ath_circ_010774','1969','39.7156','0.8753'
'ath_circ_010775','356','39.6067','0.4842'
'ath_circ_010776','266','46.6165','0.4588'
'ath_circ_010777','1187','40.9436','1.0083'
'ath_circ_010778','264','35.6061','1.6857'
'ath_circ_010779','124','48.3871','0.7143'
'ath_circ_010780','615','42.1138','0.8633'
'ath_circ_010781','1895','41.6887','0.8545'
'ath_circ_010782','371','42.8571','0.7283'
'ath_circ_010783','525','40.9524','0.8534'
'ath_circ_010784','78','47.4359','0.85'
'ath_circ_010785','275','42.5455','0.7463'
'ath_circ_010786','456','45.1754','0.7311'
'ath_circ_010787','315','43.8095','0.7037'
'ath_circ_010788','1204','38.289','0.815'
'ath_circ_010789','485','39.5876','0.8113'
'ath_circ_010790','100','44.0','0.4194'
'ath_circ_010791','69','37.6812','0.5294'
'ath_circ_010792','1276','40.3605','0.7944'
'ath_circ_010793','1276','40.3605','0.7944'
'ath_circ_010794','272','45.2206','0.7083'
'ath_circ_010795','160','46.875','0.5625'
'ath_circ_010796','798','38.3459','0.7895'
'ath_circ_010797','297','31.9865','1.5'
'ath_circ_010798','112','32.1429','0.5652'
'ath_circ_010799','111','31.5315','0.5217'
'ath_circ_010800','101','34.6535','0.2069'
'ath_circ_010801','85','44.7059','0.5833'
'ath_circ_010802','856','38.0841','0.8212'
'ath_circ_010803','1320','37.3485','0.9563'
'ath_circ_010804','589','40.4075','0.8308'
'ath_circ_010805','196','41.8367','0.5769'
'ath_circ_010806','438','39.9543','1.8689'
'ath_circ_010807','98','41.8367','3.1'
'ath_circ_010808','3002','41.2725','1.6084'
'ath_circ_010809','289','39.4464','1.7805'
'ath_circ_010810','1260','36.9841','1.2404'
'ath_circ_010811','208','42.3077','1.3158'
'ath_circ_010812','534','42.1348','1.4457'
'ath_circ_010813','2058','41.2051','0.8556'
'ath_circ_010814','243','42.7984','1.7368'
'ath_circ_010815','1042','40.595','0.7773'
'ath_circ_010816','698','39.8281','0.6951'
'ath_circ_010817','269','42.7509','0.5972'
'ath_circ_010818','498','39.759','0.623'
'ath_circ_010819','2576','42.7795','1.0257'
'ath_circ_010820','111','37.8378','0.2353'
'ath_circ_010821','1253','38.0686','0.9157'
'ath_circ_010822','516','39.5349','1.125'
'ath_circ_010823','1253','38.0686','0.9157'
'ath_circ_010824','676','38.9053','1.104'
'ath_circ_010825','353','39.9433','1.0735'
'ath_circ_010826','977','42.8864','1.1487'
'ath_circ_010827','1956','39.4172','1.0951'
'ath_circ_010828','2121','38.9439','1.0446'
'ath_circ_010829','188','42.5532','1.5806'
'ath_circ_010830','190','42.6316','1.6129'
'ath_circ_010831','188','42.5532','1.5806'
'ath_circ_010832','94','35.1064','1.5385'
'ath_circ_010833','835','44.3114','1.1264'
'ath_circ_010834','1240','42.3387','1.1694'
'ath_circ_010835','1496','42.246','1.1793'
'ath_circ_010836','84','51.1905','3.3'
'ath_circ_010837','210','48.5714','0.7895'
'ath_circ_010838','210','48.5714','0.7895'
'ath_circ_010839','92','25.0','0.6429'
'ath_circ_010840','91','46.1538','0.2727'
'ath_circ_010841','481','35.9667','1.1098'
'ath_circ_010842','312','46.7949','0.8718'
'ath_circ_010843','884','40.6109','0.9405'
'ath_circ_010844','89','41.573','0.3704'
'ath_circ_010845','84','44.0476','0.2333'
'ath_circ_010846','124','40.3226','0.1905'
'ath_circ_010847','87','39.0805','0.1724'
'ath_circ_010848','150','40.0','0.1538'
'ath_circ_010849','132','38.6364','0.186'
'ath_circ_010850','93','40.8602','0.1515'
'ath_circ_010851','90','41.1111','0.1562'
'ath_circ_010852','90','41.1111','0.1562'
'ath_circ_010853','93','50.5376','8.4'
'ath_circ_010854','82','50.0','12.6667'
'ath_circ_010855','93','51.6129','11.0'
'ath_circ_010856','117','51.2821','9.0'
'ath_circ_010857','138','47.8261','7.25'
'ath_circ_010858','127','39.3701','0.5152'
'ath_circ_010859','186','41.3978','4.9231'
'ath_circ_010860','82','40.2439','0.65'
'ath_circ_010861','119','31.9328','0.6522'
'ath_circ_010862','402','41.0448','0.7368'
'ath_circ_010863','84','51.1905','0.7917'
'ath_circ_010864','174','45.4023','0.7556'
'ath_circ_010865','120','46.6667','0.6471'
'ath_circ_010866','4355','37.1068','0.8813'
'ath_circ_010867','2928','36.7486','0.8778'
'ath_circ_010868','2594','37.3554','0.8889'
'ath_circ_010869','198','40.404','0.7021'
'ath_circ_010870','727','37.414','0.7895'
'ath_circ_010871','284','40.493','0.9167'
'ath_circ_010872','551','40.1089','0.991'
'ath_circ_010873','917','37.4046','1.0663'
'ath_circ_010874','1668','35.1319','0.8662'
'ath_circ_010875','101','48.5149','1.1304'
'ath_circ_010876','560','38.5714','0.9459'
'ath_circ_010877','680','38.8235','0.8857'
'ath_circ_010878','521','39.3474','0.9159'
'ath_circ_010879','521','39.3474','0.9159'
'ath_circ_010880','372','45.4301','1.1667'
'ath_circ_010881','132','37.1212','2.0625'
'ath_circ_010882','56','41.0714','0.5333'
'ath_circ_010883','357','42.577','0.974'
'ath_circ_010884','207','47.343','1.3333'
'ath_circ_010885','940','37.0213','1.0471'
'ath_circ_010886','150','44.6667','0.8611'
'ath_circ_010887','947','45.4065','0.6475'
'ath_circ_010888','176','43.1818','0.3571'
'ath_circ_010889','277','42.9603','0.4512'
'ath_circ_010890','716','40.3631','0.6901'
'ath_circ_010891','539','40.6308','0.6591'
'ath_circ_010892','1878','31.5761','1.0308'
'ath_circ_010893','1864','41.4163','1.0587'
'ath_circ_010894','3782','39.688','1.1291'
'ath_circ_010895','446','37.2197','1.3056'
'ath_circ_010896','402','41.2935','1.338'
'ath_circ_010897','659','37.9363','1.0833'
'ath_circ_010898','1039','37.0549','1.1751'
'ath_circ_010899','598','38.1271','1.1714'
'ath_circ_010900','470','37.6596','0.9451'
'ath_circ_010901','183','45.9016','0.9535'
'ath_circ_010902','183','53.0055','1.0638'
'ath_circ_010903','260','55.3846','0.9726'
'ath_circ_010904','276','55.0725','0.7674'
'ath_circ_010905','159','61.6352','1.1778'
'ath_circ_010906','315','55.873','1.2564'
'ath_circ_010907','246','54.065','1.2542'
'ath_circ_010908','149','49.6644','1.2424'
'ath_circ_010909','342','57.3099','0.661'
'ath_circ_010910','358','56.9832','0.686'
'ath_circ_010911','312','60.5769','0.6875'
'ath_circ_010912','152','61.8421','0.8077'
'ath_circ_010913','208','55.2885','1.4468'
'ath_circ_010914','177','50.2825','1.119'
'ath_circ_010915','192','50.0','1.2326'
'ath_circ_010916','141','52.4823','0.8974'
'ath_circ_010917','183','46.9945','1.7742'
'ath_circ_010918','393','44.0204','1.2179'
'ath_circ_010919','388','44.0722','1.1923'
'ath_circ_010920','105','50.4762','0.6562'
'ath_circ_010921','147','45.5782','1.2333'
'ath_circ_010922','93','47.3118','1.5882'
'ath_circ_010923','279','41.9355','1.1273'
'ath_circ_010924','92','29.3478','0.1739'
'ath_circ_010925','92','29.3478','0.2273'
'ath_circ_010926','678','40.413','1.2459'
'ath_circ_010927','850','41.1765','1.2727'
'ath_circ_010928','673','39.2273','1.0153'
'ath_circ_010929','189','43.3862','0.9524'
'ath_circ_010930','403','42.6799','0.8105'
'ath_circ_010931','105','44.7619','0.7407'
'ath_circ_010932','1348','39.911','1.4679'
'ath_circ_010933','1555','36.0129','1.1053'
'ath_circ_010934','1293','39.8299','1.4065'
'ath_circ_010935','257','42.8016','1.8947'
'ath_circ_010936','717','41.841','0.7341'
'ath_circ_010937','496','42.7419','0.7377'
'ath_circ_010938','121','44.6281','0.35'
'ath_circ_010939','1128','36.1702','1.1474'
'ath_circ_010940','378','36.7725','1.0746'
'ath_circ_010941','830','44.4578','0.9119'
'ath_circ_010942','519','39.6917','1.575'
'ath_circ_010943','994','43.662','1.2604'
'ath_circ_010944','546','45.4212','1.2342'
'ath_circ_010945','141','45.3901','1.0'
'ath_circ_010946','642','43.1464','0.8105'
'ath_circ_010947','642','43.1464','0.8105'
'ath_circ_010948','1237','42.0372','0.8705'
'ath_circ_010949','198','46.9697','0.6909'
'ath_circ_010950','375','46.1333','0.7475'
'ath_circ_010951','204','47.0588','0.6552'
'ath_circ_010952','282','41.1348','1.2308'
'ath_circ_010953','1701','39.7413','0.7743'
'ath_circ_010954','1266','40.4423','0.8963'
'ath_circ_010955','565','40.0','0.7656'
'ath_circ_010956','436','43.3486','0.783'
'ath_circ_010957','2956','39.9865','1.2996'
'ath_circ_010958','1291','38.7297','1.1552'
'ath_circ_010959','495','42.2222','0.7273'
'ath_circ_010960','99','45.4545','0.5517'
'ath_circ_010961','51','39.2157','0.3333'
'ath_circ_010962','265','44.9057','0.9833'
'ath_circ_010963','557','37.8815','1.1979'
'ath_circ_010964','1799','36.7426','1.1672'
'ath_circ_010965','1137','36.2357','1.4524'
'ath_circ_010966','234','40.1709','1.0435'
'ath_circ_010967','256','40.625','1.3636'
'ath_circ_010968','153','38.5621','2.2778'
'ath_circ_010969','1081','40.148','1.2487'
'ath_circ_010970','1648','41.3228','1.0762'
'ath_circ_010971','123','47.1545','1.5217'
'ath_circ_010972','425','39.7647','0.837'
'ath_circ_010973','1450','38.6207','1.0144'
'ath_circ_010974','627','38.118','1.0084'
'ath_circ_010975','511','39.726','0.9519'
'ath_circ_010976','558','40.3226','1.1028'
'ath_circ_010977','871','37.1986','0.8305'
'ath_circ_010978','924','37.3377','0.7784'
'ath_circ_010979','589','40.0679','0.8015'
'ath_circ_010980','370','34.0541','0.8806'
'ath_circ_010981','450','34.0','0.7791'
'ath_circ_010982','53225','35.9079','1.0205'
'ath_circ_010983','1286','37.1695','1.0693'
'ath_circ_010984','299','34.4482','1.1458'
'ath_circ_010985','507','35.7002','1.0568'
'ath_circ_010986','93','44.086','1.1579'
'ath_circ_010987','98','40.8163','0.2903'
'ath_circ_010988','481','38.6694','1.1882'
'ath_circ_010989','635','38.4252','1.2182'
'ath_circ_010990','394','39.8477','1.3433'
'ath_circ_010991','652','38.9571','1.0'
'ath_circ_010992','123','37.3984','2.5385'
'ath_circ_010993','252','35.7143','0.8367'
'ath_circ_010994','2208','35.6884','1.2073'
'ath_circ_010995','737','35.0068','1.0315'
'ath_circ_010996','55','38.1818','3.2'
'ath_circ_010997','590','37.4576','1.0654'
'ath_circ_010998','590','37.4576','1.0654'
'ath_circ_010999','449','37.1938','0.8556'
'ath_circ_011000','77','45.4545','2.8889'
'ath_circ_011001','1296','42.7469','0.8284'
'ath_circ_011002','303','47.5248','0.8462'
