,Seq Name,Width,GC Content,GC Ratio
0,HVU_circ00001_MLOC_65169|Chr1(+):(526316-526391)(526316-526391)(526493-526522)(526610-526875),448,43.5268,1.2414
931,HVU_circ00320_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
932,HVU_circ00321_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
933,HVU_circ00321_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
934,HVU_circ00321_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
935,HVU_circ00322_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
936,HVU_circ00322_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
937,HVU_circ00322_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
938,HVU_circ00323_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
939,HVU_circ00323_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
940,HVU_circ00323_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
941,HVU_circ00324_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
942,HVU_circ00324_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
943,HVU_circ00324_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
944,HVU_circ00325_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
945,HVU_circ00325_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
946,HVU_circ00325_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
947,HVU_circ00326_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
948,HVU_circ00326_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
949,HVU_circ00326_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
950,HVU_circ00327_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
951,HVU_circ00327_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
952,HVU_circ00327_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
953,HVU_circ00328_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
954,HVU_circ00328_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
955,HVU_circ00328_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
956,HVU_circ00329_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
957,HVU_circ00329_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
958,HVU_circ00329_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
959,HVU_circ00330_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
960,HVU_circ00330_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
961,HVU_circ00330_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
962,HVU_circ00331_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
963,HVU_circ00331_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
964,HVU_circ00331_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
965,HVU_circ00332_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
966,HVU_circ00332_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
967,HVU_circ00332_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
968,HVU_circ00333_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
969,HVU_circ00333_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
970,HVU_circ00333_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
971,HVU_circ00334_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
972,HVU_circ00334_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
973,HVU_circ00334_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
974,HVU_circ00335_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
975,HVU_circ00335_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
976,HVU_circ00335_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
977,HVU_circ00336_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
978,HVU_circ00336_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
979,HVU_circ00336_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
980,HVU_circ00337_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
981,HVU_circ00337_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
982,HVU_circ00337_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
983,HVU_circ00338_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
984,HVU_circ00338_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
985,HVU_circ00338_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
986,HVU_circ00339_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
987,HVU_circ00339_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
988,HVU_circ00339_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
989,HVU_circ00340_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
990,HVU_circ00340_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
991,HVU_circ00340_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
992,HVU_circ00341_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
993,HVU_circ00341_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
994,HVU_circ00341_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
995,HVU_circ00342_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
996,HVU_circ00342_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
997,HVU_circ00342_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
998,HVU_circ00343_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
999,HVU_circ00343_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
1000,HVU_circ00343_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
1001,HVU_circ00344_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
1002,HVU_circ00344_MLOC_370|Chr1(-):(23865900-23863992)(23865900-23863992),3818,42.5877,1.0582
1003,HVU_circ00344_MLOC_370|Chr1(-):(23865906-23863992)(23865906-23863992),3830,42.5587,1.0633
1004,HVU_circ00345_MLOC_370|Chr1(-):(23867219-23863099)(23867219-23863099),8242,41.8588,1.0683
1005,HVU_circ00346_MLOC_70922|Chr1(-):(27205282-27204729)(27205282-27204729)(27204096-27203055),2150,46.186,1.0602
1006,HVU_circ00346_MLOC_70922|Chr1(-):(27205282-27204729)(27205282-27204729)(27204096-27203102)(27204395-27203106),3393,45.3286,1.0982
1007,HVU_circ00346_MLOC_70922|Chr1(-):(27205282-27204729)(27205282-27204729)(27204096-27203116),2089,46.5294,1.0593
1008,HVU_circ00346_MLOC_70922|Chr1(-):(27205282-27204729)(27205282-27204729)(27204096-27203812),1393,48.4566,1.0149
1009,HVU_circ00347_MLOC_10766|Chr1(-):(28208351-28208010)(28208351-28208010)(28207891-28207366),1210,54.0496,0.964
1010,HVU_circ00347_MLOC_10766|Chr1(-):(28208157-28208010)(28208157-28208010)(28207891-28207451),737,59.4301,1.0563
1011,HVU_circ00348_MLOC_59171|Chr1(-):(31135781-31131783)(31135781-31131783),7998,51.938,1.265
1012,HVU_circ00348_MLOC_59171|Chr1(-):(31132308-31131783)(31132308-31131783),1052,47.3384,1.2636
1013,HVU_circ00348_MLOC_59171|Chr1(-):(31135785-31131594)(31135785-31131594),8384,50.8588,1.2561
1014,HVU_circ00349_MLOC_7243|Chr1(-):(37604402-37604243)(37604402-37604243)(37604100-37603987)(37603912-37603835)(37603756-37603628),641,43.5257,1.5596
1015,HVU_circ00350_MLOC_10482|Chr1(-):(45419632-45419549)(45419632-45419549)(45419459-45419359),269,45.7249,1.3208
1016,HVU_circ00350_MLOC_10482|Chr1(-):(45419632-45419549)(45419632-45419549)(45419459-45418088),1540,38.3117,1.0629
1017,HVU_circ00350_MLOC_10482|Chr1(-):(45419632-45418088)(45419632-45418088),3090,37.411,1.0
1018,HVU_circ00350_MLOC_10482|Chr1(-):(45419632-45419549)(45419632-45419549)(45419460-45419359),270,45.9259,1.3396
1019,HVU_circ00351_MLOC_10482|Chr1(-):(45429506-45429330)(45429506-45429330),354,44.0678,2.12
1020,HVU_circ00352_MLOC_70055|Chr1(-):(48959447-48959251)(48959447-48959251),394,44.1624,1.6364
1021,HVU_circ00352_MLOC_70055|Chr1(-):(48959447-48959105)(48959447-48959105),686,42.5656,1.3175
1022,HVU_circ00353_MLOC_26505|Chr1(-):(49743839-49743692)(49743839-49743692)(49743596-49743448)(49743303-49743173)(49743091-49742575),1093,48.3074,1.4444
1023,HVU_circ00353_MLOC_26505|Chr1(-):(49743839-49743693)(49743839-49743693)(49743597-49743448)(49743303-49743173)(49743091-49742660),1007,48.3615,1.4596
1024,HVU_circ00354_MLOC_74926|Chr1(-):(60690319-60689244)(60690319-60689244),2152,44.052,1.678
1025,HVU_circ00355_MLOC_74926|Chr1(-):(60690319-60689244)(60690319-60689244),2152,44.052,1.678
1026,HVU_circ00356_MLOC_74926|Chr1(-):(60690319-60689244)(60690319-60689244),2152,44.052,1.678
1027,HVU_circ00357_MLOC_56428|Chr1(-):(61741151-61740474)(61741151-61740474)(61740375-61740261)(61739448-61739368)(61739271-61739183)(61739055-61738964),1733,55.5107,0.7302
1028,HVU_circ00357_MLOC_56428|Chr1(-):(61741161-61740474)(61741161-61740474)(61740375-61740261)(61739448-61739183)(61739055-61738964)(61740555-61740474)(61740375-61740261)(61739448-61739368)(61739271-61739183)(61739055-61738964),2308,53.8128,0.8184
1029,HVU_circ00358_MLOC_68227|Chr1(+):(61751256-61751320)(61751256-61751320)(61751424-61751565),272,45.5882,1.48
1030,HVU_circ00359_MLOC_66471|Chr1(+):(61999981-62000076)(61999981-62000076)(62000215-62000295)(62000445-62000555)(62001332-62001438)(62001890-62002006),608,45.2303,1.5
1031,HVU_circ00360_MLOC_7480|Chr1(+):(62083473-62083749)(62083473-62083749)(62083871-62084570),1254,42.3445,1.3087
1032,HVU_circ00360_MLOC_7480|Chr1(+):(62083473-62083749)(62083473-62083749)(62083871-62084471),1155,42.2511,1.3575
1033,HVU_circ00361_MLOC_15962|Chr1(-):(62572421-62572324)(62572421-62572324)(62572241-62572186)(62571828-62571711)(62571614-62571587)(62571486-62571395),490,47.1429,1.2871
1034,HVU_circ00362_MLOC_15962|Chr1(-):(62572681-62572597)(62572681-62572597)(62572421-62572324)(62572241-62572186)(62571828-62571711)(62571614-62571587),470,46.383,1.202
1035,HVU_circ00363_MLOC_15962|Chr1(-):(62572681-62572597)(62572681-62572597)(62572421-62572324)(62572241-62572186)(62571828-62571711),442,45.7014,1.1957
1036,HVU_circ00364_MLOC_37216|Chr1(+):(65264178-65264471)(65264178-65264471),588,59.5238,1.1084
1037,HVU_circ00365_MLOC_60654|Chr1(+):(73730318-73730745)(73730318-73730745)(73730921-73731181)(73731326-73731637)(73729263-73731681),3848,53.9501,0.9384
1038,HVU_circ00365_MLOC_60654|Chr1(+):(73730318-73730745)(73730318-73730745)(73730921-73731181)(73731326-73731445)(73732047-73735651),4842,51.3631,1.0725
1039,HVU_circ00365_MLOC_60654|Chr1(+):(73730102-73730745)(73730102-73730745)(73730921-73731181)(73731326-73731445)(73732047-73733074)(73730318-73730745)(73730921-73731181)(73731326-73731637)(73729263-73731681),6117,52.5584,0.9944
1040,HVU_circ00366_MLOC_60654|Chr1(+):(73730318-73730745)(73730318-73730745)(73730921-73731181)(73731326-73731445)(73732047-73735651),4842,51.3631,1.0725
1041,HVU_circ00366_MLOC_60654|Chr1(+):(73730102-73730745)(73730102-73730745)(73730921-73731181)(73731326-73731445)(73732047-73733074),2697,52.5028,1.0916
1042,HVU_circ00367_MLOC_44162|Chr1(-):(86324925-86323637)(86324925-86323637),2578,44.7634,1.0982
1043,HVU_circ00368_MLOC_20270|Chr1(+):(95418013-95418802)(95418013-95418802)(95418897-95419029)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422301),2924,43.6047,1.2174
1044,HVU_circ00368_MLOC_20270|Chr1(+):(95418541-95418802)(95418541-95418802)(95418897-95419029)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422275),1842,41.4767,1.2209
1045,HVU_circ00368_MLOC_20270|Chr1(+):(95418023-95418802)(95418023-95418802)(95418897-95419029)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422271),2874,43.563,1.1888
1046,HVU_circ00368_MLOC_20270|Chr1(+):(95418541-95418802)(95418541-95418802)(95418897-95419029)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422271),1838,41.4581,1.2151
1047,HVU_circ00368_MLOC_20270|Chr1(+):(95418541-95418802)(95418541-95418802)(95418897-95419029)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422301),1868,41.3812,1.2277
1048,HVU_circ00369_MLOC_20270|Chr1(+):(95419963-95420062)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422301),1311,40.8848,1.144
1049,HVU_circ00369_MLOC_20270|Chr1(+):(95419963-95420062)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422275),1285,41.0117,1.1336
1050,HVU_circ00369_MLOC_20270|Chr1(+):(95419963-95420062)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422271),1281,40.9836,1.1255
1051,HVU_circ00370_MLOC_20270|Chr1(+):(95419963-95420062)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422301)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422275),2496,41.0657,1.1354
1052,HVU_circ00370_MLOC_20270|Chr1(+):(95419963-95420062)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422271),1281,40.9836,1.1255
1053,HVU_circ00370_MLOC_20270|Chr1(+):(95419963-95420062)(95419963-95420062)(95420141-95420338)(95420423-95420693)(95420804-95420902)(95420995-95421083)(95421526-95421625)(95421727-95421897)(95422119-95422301),1311,40.8848,1.144
1054,HVU_circ00371_MLOC_56305|Chr1(+):(107926061-107926135)(107926061-107926135)(107926230-107926289)(107926710-107926969)(107927063-107927111)(107927334-107927494)(107927563-107927629)(107927838-107927963)(107928070-107928240),1044,42.9119,1.1232
1055,HVU_circ00371_MLOC_56305|Chr1(+):(107926061-107926135)(107926061-107926135)(107926230-107926289)(107926713-107926969)(107927063-107927111)(107927334-107927494)(107927563-107927629)(107927838-107927963)(107928070-107928240),1041,42.8434,1.1238
1056,HVU_circ00371_MLOC_56305|Chr1(+):(107926061-107926135)(107926061-107926135)(107926230-107926289)(107926712-107926969)(107927063-107927111)(107927334-107927494)(107927563-107927629)(107927838-107927963)(107928070-107928240),1042,42.8983,1.1286
1057,HVU_circ00372_MLOC_7115|Chr1(+):(109061521-109061784)(109061521-109061784)(109061987-109062050)(109062150-109062293)(109062373-109062407)(109062769-109063112),1115,42.9596,1.0297
1058,HVU_circ00372_MLOC_7115|Chr1(+):(109061521-109061784)(109061521-109061784)(109061987-109062050)(109062150-109062407)(109062769-109062969),1051,43.9581,1.0533
1059,HVU_circ00373_MLOC_7115|Chr1(+):(109061521-109061784)(109061521-109061784)(109061987-109062050)(109062150-109062293)(109062373-109062407)(109062769-109063112),1115,42.9596,1.0297
1060,HVU_circ00373_MLOC_7115|Chr1(+):(109061521-109061784)(109061521-109061784)(109061987-109062050)(109062150-109062407)(109062769-109062969),1051,43.9581,1.0533
1061,HVU_circ00374_MLOC_81960|Chr1(-):(123638296-123635072)(123638296-123635072),6450,48.6822,1.3503
1062,HVU_circ00374_MLOC_81960|Chr1(-):(123638297-123635632)(123638297-123635632),5332,51.4254,1.4439
1063,HVU_circ00374_MLOC_81960|Chr1(-):(123637975-123635665)(123637975-123635665),4622,50.0649,1.4775
1064,HVU_circ00374_MLOC_81960|Chr1(-):(123637213-123635782)(123637213-123635782),2864,48.1844,1.482
1065,HVU_circ00374_MLOC_81960|Chr1(-):(123637375-123635819)(123637375-123635819),3114,48.7476,1.5556
1066,HVU_circ00375_MLOC_81960|Chr1(-):(123638296-123635072)(123638296-123635072),6450,48.6822,1.3503
1067,HVU_circ00375_MLOC_81960|Chr1(-):(123638297-123635632)(123638297-123635632),5332,51.4254,1.4439
1068,HVU_circ00375_MLOC_81960|Chr1(-):(123637975-123635665)(123637975-123635665),4622,50.0649,1.4775
1069,HVU_circ00375_MLOC_81960|Chr1(-):(123637213-123635782)(123637213-123635782),2864,48.1844,1.482
1070,HVU_circ00375_MLOC_81960|Chr1(-):(123637375-123635819)(123637375-123635819),3114,48.7476,1.5556
1071,HVU_circ00376_MLOC_81960|Chr1(-):(123638296-123635072)(123638296-123635072),6450,48.6822,1.3503
1072,HVU_circ00376_MLOC_81960|Chr1(-):(123638297-123635632)(123638297-123635632),5332,51.4254,1.4439
1073,HVU_circ00376_MLOC_81960|Chr1(-):(123637975-123635665)(123637975-123635665),4622,50.0649,1.4775
1074,HVU_circ00376_MLOC_81960|Chr1(-):(123637213-123635782)(123637213-123635782),2864,48.1844,1.482
1075,HVU_circ00376_MLOC_81960|Chr1(-):(123637375-123635819)(123637375-123635819),3114,48.7476,1.5556
1076,HVU_circ00377_MLOC_53285|Chr1(+):(125559580-125560692)(125559580-125560692),2226,42.5876,1.1256
1077,HVU_circ00378_MLOC_53285|Chr1(+):(125564656-125564886)(125564656-125564886),462,41.5584,0.9592
1078,HVU_circ00379_MLOC_64732|Chr1(-):(125623190-125623128)(125623190-125623128)(125621240-125621193)(125621114-125620968)(125620098-125619967)(125618878-125618838)(125618683-125618592),586,43.0034,1.1724
1079,HVU_circ00379_MLOC_64732|Chr1(-):(125623190-125623128)(125623190-125623128)(125621240-125621193)(125621114-125620968)(125620098-125619967)(125618878-125618838)(125618683-125618592)(125621434-125621193)(125621114-125620968)(125620098-125619967)(125618878-125618838)(125618683-125618592),1240,43.0645,1.2821
1080,HVU_circ00379_MLOC_64732|Chr1(-):(125623190-125623128)(125623190-125623128)(125621240-125621193)(125621114-125620968)(125620098-125619967)(125618878-125618838)(125618683-125618592)(125621241-125621193)(125621114-125620968)(125620098-125619967)(125618878-125618811)(125618683-125618592),1074,42.9236,1.1952
1081,HVU_circ00380_MLOC_63102|Chr1(-):(125780780-125780088)(125780780-125780088)(125779819-125779731)(125779593-125779524)(125779444-125779361)(125779279-125779203)(125779095-125779001),1801,39.8112,1.5791
1082,HVU_circ00380_MLOC_63102|Chr1(-):(125780784-125780088)(125780784-125780088)(125779819-125779731)(125779593-125779524)(125779444-125779361)(125779279-125779203)(125779095-125779014)(125780780-125780088)(125779819-125779731)(125779593-125779524)(125779444-125779361)(125779279-125779203)(125779095-125779017),2888,40.374,1.5796
1083,HVU_circ00381_MLOC_80710|Chr1(-):(126034025-126033860)(126034025-126033860)(126033734-126033652),415,42.4096,1.4789
1084,HVU_circ00382_MLOC_61603|Chr1(-):(126288054-126287971)(126288054-126287971)(126287875-126287720),324,47.8395,1.3846
1085,HVU_circ00382_MLOC_61603|Chr1(-):(126288054-126287720)(126288054-126287720),670,44.4776,1.5254
1086,HVU_circ00383_MLOC_5029|Chr1(-):(126336264-126335309)(126336264-126335309),1912,43.8285,1.171
1087,HVU_circ00383_MLOC_5029|Chr1(-):(126339354-126335309)(126339354-126335309),8092,42.2887,1.1468
1088,HVU_circ00384_MLOC_5029|Chr1(-):(126336264-126335309)(126336264-126335309),1912,43.8285,1.171
1089,HVU_circ00384_MLOC_5029|Chr1(-):(126339354-126335309)(126339354-126335309),8092,42.2887,1.1468
1090,HVU_circ00385_MLOC_5029|Chr1(-):(126339354-126335309)(126339354-126335309),8092,42.2887,1.1468
1091,HVU_circ00386_MLOC_57700|Chr1(-):(126348794-126348559)(126348794-126348559)(126345003-126344922)(126343474-126343413)(126343312-126343213),716,58.3799,1.1658
1092,HVU_circ00386_MLOC_57700|Chr1(-):(126348796-126348559)(126348796-126348559)(126345003-126344922)(126343474-126343413)(126343312-126343213),720,58.3333,1.1762
1093,HVU_circ00387_MLOC_57700|Chr1(-):(126348794-126348559)(126348794-126348559),472,62.2881,1.2273
1094,HVU_circ00387_MLOC_57700|Chr1(-):(126348796-126348559)(126348796-126348559),476,62.1849,1.2424
1095,HVU_circ00388_MLOC_13939|Chr1(+):(126607783-126608123)(126607783-126608123),682,43.4018,1.2769
1096,HVU_circ00388_MLOC_13939|Chr1(+):(126607783-126608205)(126607783-126608205),846,43.2624,1.2593
1097,HVU_circ00388_MLOC_13939|Chr1(+):(126607783-126608390)(126607783-126608390),1216,40.7895,1.0163
1098,HVU_circ00388_MLOC_13939|Chr1(+):(126607783-126608004)(126607783-126608004),444,47.2973,1.1
1099,HVU_circ00388_MLOC_13939|Chr1(+):(126607783-126608297)(126607783-126608297),1030,41.5534,1.14
1100,HVU_circ00388_MLOC_13939|Chr1(+):(126607783-126608260)(126607783-126608260),956,41.6318,1.1868
1101,HVU_circ00389_MLOC_645|Chr1(+):(126818160-126819774)(126818160-126819774)(126819381-126819633),3483,53.431,1.084
1102,HVU_circ00390_MLOC_6553|Chr1(-):(126938450-126938146)(126938450-126938146)(126937816-126937738)(126937488-126937424)(126937338-126937249),844,52.8436,1.3229
1103,HVU_circ00390_MLOC_6553|Chr1(-):(126938220-126938146)(126938220-126938146)(126937816-126937738)(126937488-126937424)(126937338-126937249),384,43.75,1.3333
1104,HVU_circ00390_MLOC_6553|Chr1(-):(126938449-126938146)(126938449-126938146)(126937816-126937738)(126937488-126937424)(126937338-126937249),842,52.9691,1.3229
1105,HVU_circ00390_MLOC_6553|Chr1(-):(126938220-126938146)(126938220-126938146)(126937816-126937738)(126937483-126937424)(126937338-126937249),379,43.7995,1.3056
1106,HVU_circ00391_MLOC_74767|Chr1(+):(126997133-126997201)(126997133-126997201)(126997747-126997810)(126997996-126998075)(126998162-126998245),366,39.071,1.5088
1107,HVU_circ00391_MLOC_74767|Chr1(+):(126997133-126997201)(126997133-126997201)(126997747-126997810)(126997996-126998075)(126998162-126998245)(126997643-126997810)(126997996-126998075)(126998162-126998245)(126997647-126997810)(126997996-126998075)(126998162-126998245),1026,40.1559,1.3277
1108,HVU_circ00392_MLOC_74767|Chr1(+):(126997747-126997810)(126997747-126997810)(126997996-126998075)(126998162-126998245),292,42.8082,1.7174
1109,HVU_circ00392_MLOC_74767|Chr1(+):(126997643-126997810)(126997643-126997810)(126997996-126998075)(126998162-126998245),500,40.2,1.1848
1110,HVU_circ00392_MLOC_74767|Chr1(+):(126997647-126997810)(126997647-126997810)(126997996-126998075)(126998162-126998245),492,40.4472,1.163
1111,HVU_circ00393_MLOC_10103|Chr1(-):(127077038-127076400)(127077038-127076400)(127074872-127074588),1563,48.6884,1.7179
1112,HVU_circ00393_MLOC_10103|Chr1(-):(127076973-127076400)(127076973-127076400)(127074872-127074830)(127074700-127074588),1304,50.0767,1.7322
1113,HVU_circ00393_MLOC_10103|Chr1(-):(127076973-127076400)(127076973-127076400)(127074872-127074588),1433,49.0579,1.7461
1114,HVU_circ00394_MLOC_10103|Chr1(-):(127077038-127076400)(127077038-127076400)(127074872-127074588),1563,48.6884,1.7179
1115,HVU_circ00394_MLOC_10103|Chr1(-):(127076973-127076400)(127076973-127076400)(127074872-127074830)(127074700-127074588),1304,50.0767,1.7322
1116,HVU_circ00394_MLOC_10103|Chr1(-):(127076973-127076400)(127076973-127076400)(127074872-127074588),1433,49.0579,1.7461
1117,HVU_circ00395_MLOC_10103|Chr1(-):(127077038-127076400)(127077038-127076400)(127074872-127074588),1563,48.6884,1.7179
1118,HVU_circ00395_MLOC_10103|Chr1(-):(127076973-127076400)(127076973-127076400)(127074872-127074830)(127074700-127074588),1304,50.0767,1.7322
1119,HVU_circ00395_MLOC_10103|Chr1(-):(127076973-127076400)(127076973-127076400)(127074872-127074588),1433,49.0579,1.7461
1120,HVU_circ00396_MLOC_10103|Chr1(-):(127077038-127076400)(127077038-127076400),1278,50.5477,1.7845
1121,HVU_circ00396_MLOC_10103|Chr1(-):(127076973-127076400)(127076973-127076400),1148,51.2195,1.8269
1122,HVU_circ00397_MLOC_10504|Chr1(+):(128008284-128008881)(128008284-128008881)(128009707-128009785)(128010884-128010951)(128011133-128011189)(128011283-128011387)(128011680-128011784)(128011912-128012019)(128012106-128012237)(128012401-128012580)(128012702-128012866)(128014081-128014174)(128009702-128009785)(128010884-128010951)(128011133-128011189)(128011283-128011387)(128011680-128011784)(128011912-128012019)(128012106-128012237)(128012401-128012580)(128012702-128012866)(128014081-128014226),3439,44.6932,1.2804
1123,HVU_circ00398_MLOC_20806|Chr1(+):(128068726-128068871)(128068726-128068871),292,47.2603,1.875
1124,HVU_circ00399_MLOC_78862|Chr1(+):(131322455-131322708)(131322455-131322708)(131322455-131322581)(131322667-131322672)(131322455-131322532)(131322667-131322667),720,45.9722,2.1524
