,Seq Name,Width,GC Content,GC Ratio
160,GMA_circ00141_GLYMA06G13150|Chr6(-):(10297723-10296271)(10297723-10296271)(10297874-10297723)(10297655-10297440)(10296691-10296040)(10297874-10296691),5110,36.6145,1.2354
161,GMA_circ00142_GLYMA06G13430|Chr6(+):(10582517-10582918)(10582517-10582918),804,44.7761,2.2143
162,GMA_circ00143_GLYMA06G15540|Chr6(-):(12241090-12241030)(12241090-12241030),122,45.9016,1.5455
163,GMA_circ00144_GLYMA06G16420|Chr6(-):(12886788-12882141)(12886788-12882141)(12886819-12886788)(12886643-12886525)(12886395-12886231)(12885751-12885555)(12884466-12884357)(12883343-12883234)(12882483-12882376)(12882251-12882141)(12886819-12882251),14817,32.3412,1.0549
164,GMA_circ00145_GLYMA06G17360|Chr6(+):(13673528-13673946)(13673528-13673946),838,42.0048,1.7077
165,GMA_circ00146_GLYMA06G17360|Chr6(+):(13673947-13674414)(13673947-13674414),936,41.6667,1.7857
166,GMA_circ00147_GLYMA06G18110|Chr6(-):(14426144-14426044)(14426144-14426044)(14425890-14425775)(14425684-14425585)(14425358-14425212)(14425123-14425063)(14424966-14424869)(14424755-14424613)(14424468-14424385)(14431261-14424468),7745,31.685,1.0248
167,GMA_circ00148_GLYMA06G18110|Chr6(-):(14426144-14426044)(14426144-14426044)(14425890-14425775)(14425684-14425585)(14425358-14425212)(14432140-14425358),7348,30.7431,1.026
168,GMA_circ00149_GLYMA06G19850|Chr6(-):(16206669-16206310)(16206669-16206310),720,39.7222,1.5536
169,GMA_circ00150_GLYMA06G29565|Chr6(-):(28036480-28034719)(28036480-28034719)(28036598-28036480)(28036361-28036211)(28036117-28036005)(28035919-28035838)(28035712-28035626)(28035515-28035438)(28034922-28034719)(28036598-28034922),6035,34.1839,0.9353
170,GMA_circ00151_GLYMA06G29565|Chr6(-):(28049729-28048478)(28049729-28048478)(28049859-28049729)(28049632-28049513)(28049280-28049157)(28048675-28048478)(28049859-28048675),4262,33.6696,1.3108
171,GMA_circ00152_GLYMA06G38470|Chr6(-):(41410504-41409674)(41410504-41409674)(41410662-41410504)(41410411-41410289)(41410076-41410027)(41409717-41409188)(41410662-41409717),3470,34.4669,1.0034
172,GMA_circ00153_GLYMA06G43060|Chr6(-):(46416891-46414845)(46416891-46414845)(46416975-46416891)(46416643-46416563)(46416427-46416336)(46415380-46415285)(46414911-46414843)(46416975-46414911),6582,34.3513,1.2145
173,GMA_circ00154_GLYMA06G43590|Chr6(+):(46588471-46594175)(46588471-46594175)(46594175-46594327),11563,30.243,1.0379
174,GMA_circ00562_GLYMA19G06180|Chr19(-):(6998741-6993990)(6998741-6993990)(6998813-6998741)(6998211-6998010)(6997175-6997122)(6994468-6994355)(6994002-6993946)(6998813-6994002),14816,31.7427,1.2007
175,GMA_circ00563_GLYMA19G06340|Chr19(+):(7216940-7217293)(7216940-7217293)(7217293-7218189)(7217497-7217631)(7217233-7217916)(7217916-7218189),2698,41.1045,0.9253
176,GMA_circ00563_GLYMA19G06340|Chr19(+):(7216940-7217293)(7216940-7217293)(7217293-7218189)(7217497-7217631)(7217916-7218114)(7217233-7218139)(7218139-7218189),2897,41.8364,0.9361
177,GMA_circ00563_GLYMA19G06340|Chr19(+):(7216940-7217293)(7216940-7217293)(7217293-7218189)(7217497-7217631)(7217233-7217945)(7217945-7218189),2698,41.1045,0.9287
178,GMA_circ00564_GLYMA19G29210|Chr19(-):(36804112-36802898)(36804112-36802898),2430,37.5309,1.3874
179,GMA_circ00565_GLYMA19G30940|Chr19(+):(38639641-38639682)(38639641-38639682)(38639682-38641217)(38639817-38639925)(38641002-38641080)(38639641-38641168)(38641168-38641217),3386,33.5499,1.3043
180,GMA_circ00566_GLYMA19G31120|Chr19(+):(38862562-38862874)(38862562-38862874),626,44.7284,1.8571
181,GMA_circ00567_GLYMA19G31720|Chr19(+):(39517780-39518176)(39517780-39518176)(39518176-39518684)(39517780-39518279)(39518279-39518684),2209,45.043,1.5979
182,GMA_circ00568_GLYMA19G32040|Chr19(-):(39828480-39828256)(39828480-39828256),450,53.3333,2.4286
183,GMA_circ00569_GLYMA19G32070|Chr19(+):(39846971-39847390)(39846971-39847390),840,41.4286,1.5217
184,GMA_circ00570_GLYMA19G34410|Chr19(-):(42010286-42010167)(42010286-42010167),240,54.1667,1.3214
185,GMA_circ00571_GLYMA19G35560|Chr19(-):(43116700-43115881)(43116700-43115881),1640,44.878,1.3145
186,GMA_circ00572_GLYMA19G36100|Chr19(-):(43471120-43470738)(43471120-43470738),766,42.0366,1.9815
187,GMA_circ00573_GLYMA19G43970|Chr19(+):(49537018-49537094)(49537018-49537094)(49537094-49540877)(49537834-49538004)(49538568-49538644)(49538740-49538842)(49540193-49540312)(49540416-49540559)(49537018-49540734)(49540734-49540877),8414,34.193,1.1248
188,GMA_circ00574_GLYMA19G44420|Chr19(+):(49861216-49861348)(49861216-49861348)(49861348-49864413)(49861691-49861846)(49862006-49862111)(49862395-49862577)(49861216-49864251)(49864251-49864413),6976,35.0774,0.8538
189,GMA_circ00443_GLYMA14G00620|Chr14(-):(300722-300016)(300722-300016)(300802-300722)(300629-300505)(300410-299732)(300802-300410),2692,36.9985,1.1987
190,GMA_circ00444_GLYMA14G00620|Chr14(-):(302816-300118)(302816-300118)(302854-302816)(302320-302226)(301868-301785)(300809-300722)(300629-300505)(300410-299732)(302854-300410),8953,34.6811,1.2797
191,GMA_circ00445_GLYMA14G02770|Chr14(+):(1749846-1750511)(1749846-1750511)(1750511-1751693)(1750272-1751415)(1751415-1751693),3938,39.741,1.0064
192,GMA_circ00446_GLYMA14G03160|Chr14(-):(2025667-2025291)(2025667-2025291),754,50.9284,3.3636
193,GMA_circ00447_GLYMA14G04930|Chr14(+):(3412816-3412967)(3412816-3412967)(3412967-3416302)(3413083-3413274)(3413350-3413533)(3413619-3413689)(3413766-3413917)(3414498-3414666)(3414996-3415142)(3415581-3415673)(3412818-3416128)(3416128-3416302),8134,36.5503,1.3727
194,GMA_circ00448_GLYMA14G06990|Chr14(-):(5184761-5184511)(5184761-5184511),502,37.4502,1.2927
195,GMA_circ00449_GLYMA14G06990|Chr14(-):(5194204-5185141)(5194204-5185141)(5194280-5194204)(5193134-5192981)(5192597-5192509)(5191027-5190936)(5190849-5190612)(5190205-5189683)(5188316-5188219)(5188098-5187877)(5187533-5187422)(5187324-5187111)(5185206-5184403)(5194280-5185206),29826,28.2136,1.041
196,GMA_circ00450_GLYMA14G06990|Chr14(-):(5189683-5187284)(5189683-5187284)(5190145-5189683)(5188316-5188219)(5188098-5187877)(5187533-5187422)(5187324-5187111)(5190145-5187324),8731,27.9464,1.0436
197,GMA_circ00449_GLYMA14G06990|Chr14(-):(5194227-5185141)(5194227-5185141)(5194280-5194227)(5193134-5192981)(5192597-5192509)(5191027-5190936)(5190849-5190612)(5190205-5189683)(5188316-5188219)(5188098-5187877)(5187533-5187422)(5187324-5187111)(5185206-5184403)(5194280-5185206),29849,28.2355,1.0407
198,GMA_circ00451_GLYMA14G07200|Chr14(+):(5347972-5348218)(5347972-5348218),494,38.4615,2.8
199,GMA_circ00452_GLYMA14G07900|Chr14(-):(5978518-5978071)(5978518-5978071)(5978598-5978518)(5978445-5977529)(5978598-5978445),2048,44.043,1.4645
200,GMA_circ00453_GLYMA14G07900|Chr14(-):(5978442-5978219)(5978442-5978219),448,58.4821,1.62
201,GMA_circ00452_GLYMA14G07900|Chr14(-):(5978518-5978071)(5978518-5978071)(5978598-5978518)(5978442-5977529)(5978598-5978442),2048,44.043,1.4712
202,GMA_circ00454_GLYMA14G09340|Chr14(-):(7381922-7381649)(7381922-7381649),548,52.5547,5.0
203,GMA_circ00455_GLYMA14G10890|Chr14(-):(9086831-9086444)(9086831-9086444),776,48.7113,1.7391
204,GMA_circ00456_GLYMA14G14970|Chr14(-):(15691615-15684574)(15691615-15684574)(15691702-15691615)(15691513-15691459)(15691199-15691114)(15690156-15690118)(15690009-15689892)(15689335-15689208)(15688130-15687779)(15687454-15687336)(15686762-15686558)(15686468-15685275)(15685173-15685102)(15684858-15684074)(15691702-15684858),24170,37.6624,1.1903
205,GMA_circ00457_GLYMA14G14970|Chr14(-):(15690118-15687779)(15690118-15687779)(15690156-15690118)(15690009-15689892)(15689335-15689208)(15688130-15687779)(15690156-15688130),7344,34.3954,1.1298
206,GMA_circ00458_GLYMA14G20440|Chr14(-):(23518867-23518790)(23518867-23518790),156,47.4359,4.2857
207,GMA_circ00459_GLYMA14G20450|Chr14(+):(23540251-23540873)(23540251-23540873),1246,42.6966,1.1803
208,GMA_circ00460_GLYMA14G23702|Chr14(-):(28137029-28136899)(28137029-28136899),262,35.8779,1.0435
209,GMA_circ00461_GLYMA14G27380|Chr14(-):(33580433-33577226)(33580433-33577226)(33581703-33580433)(33580340-33580221)(33579944-33579896)(33579737-33579523)(33579402-33579334)(33578585-33578488)(33577794-33577701)(33577295-33577226)(33581703-33577295),12811,36.9604,1.1252
210,GMA_circ00462_GLYMA14G33490|Chr14(-):(41461866-41460567)(41461866-41460567)(41461989-41461866)(41461378-41461146)(41460675-41460237)(41461989-41460675),4711,34.6636,1.3496
211,GMA_circ00463_GLYMA14G39220|Chr14(-):(48327971-48327579)(48327971-48327579),786,44.5293,2.6458
212,GMA_circ00464_GLYMA14G39940|Chr14(+):(49005012-49005347)(49005012-49005347),672,57.1429,1.5946
213,GMA_circ00465_GLYMA14G39940|Chr14(+):(49005119-49005323)(49005119-49005323),410,56.0976,1.7381
214,GMA_circ00466_GLYMA14G39940|Chr14(+):(49005141-49005542)(49005141-49005542),804,54.2289,1.6585
215,GMA_circ00467_GLYMA14G40120|Chr14(+):(49115374-49115553)(49115374-49115553)(49115553-49115871)(49115458-49115836)(49115836-49115871),1094,44.1499,2.1161
216,GMA_circ00080_GLYMA04G00230|Chr4(+):(62701-62773)(62701-62773)(62773-64163)(62848-62950)(63047-63086)(63178-63333)(63405-63530)(63739-63828)(62701-63942)(63942-64163),3516,39.7895,1.0757
217,GMA_circ00080_GLYMA04G00230|Chr4(+):(62701-62773)(62701-62773)(62773-64163)(62848-62950)(63047-63086)(63187-63333)(63405-63530)(63739-63828)(62701-63942)(63942-64163),3507,39.8061,1.0743
218,GMA_circ00081_GLYMA04G00420|Chr4(-):(189583-189408)(189583-189408),352,45.4545,1.4242
219,GMA_circ00082_GLYMA04G00420|Chr4(-):(190100-189408)(190100-189408),1386,46.6089,1.5433
220,GMA_circ00083_GLYMA04G01421|Chr4(-):(913873-913614)(913873-913614),520,49.6154,3.9615
221,GMA_circ00084_GLYMA04G02100|Chr4(-):(1454141-1452615)(1454141-1452615)(1454441-1454141)(1453482-1453236)(1453148-1452965)(1452705-1452534)(1454441-1452705),5695,40.1405,1.4293
222,GMA_circ00085_GLYMA04G02240|Chr4(+):(1552893-1553094)(1552893-1553094),404,56.4356,1.2353
223,GMA_circ00086_GLYMA04G06890|Chr4(+):(5322642-5323213)(5322642-5323213),1144,44.5804,3.1129
224,GMA_circ00087_GLYMA04G08710|Chr4(-):(6843858-6842811)(6843858-6842811)(6844489-6843858)(6843083-6842352)(6844489-6843083),4867,34.5798,1.3246
225,GMA_circ00088_GLYMA04G24371|Chr4(-):(27964214-27964012)(27964214-27964012),406,43.8424,2.8696
226,GMA_circ00089_GLYMA04G24430|Chr4(-):(28104877-28104294)(28104877-28104294)(28104974-28104877)(28104571-28104055)(28104974-28104571),2187,37.6315,1.3183
227,GMA_circ00090_GLYMA04G26800|Chr4(-):(30725375-30725120)(30725375-30725120)(30726058-30725375)(30725265-30725120)(30726058-30725265),2136,38.6704,0.9904
228,GMA_circ00091_GLYMA04G26810|Chr4(+):(30764001-30764035)(30764001-30764035),70,54.2857,0.5833
229,GMA_circ00092_GLYMA04G32540|Chr4(-):(37351927-37351591)(37351927-37351591)(37352028-37351927)(37351842-37351591)(37352028-37351842),1215,43.786,1.66
230,GMA_circ00093_GLYMA04G35410|Chr4(+):(41782254-41782362)(41782254-41782362)(41782362-41785097)(41782495-41782638)(41783941-41784102)(41784204-41784399)(41784493-41784649)(41784744-41784883)(41782254-41785010)(41785010-41785097),6598,33.4798,1.2404
231,GMA_circ00094_GLYMA04G37910|Chr4(-):(44367980-44367076)(44367980-44367076)(44368365-44367980)(44367486-44367228)(44367112-44367076)(44368365-44367112),3746,37.1329,1.2009
232,GMA_circ00095_GLYMA04G41010|Chr4(-):(46904369-46902067)(46904369-46902067)(46904441-46904369)(46904160-46904063)(46902114-46902048)(46904441-46902114),7172,35.29,1.0848
233,GMA_circ00096_GLYMA04G41010|Chr4(-):(46904369-46902075)(46904369-46902075)(46904453-46904369)(46904160-46904063)(46902114-46902048)(46904453-46902114),7180,35.3064,1.0881
234,GMA_circ00095_GLYMA04G41010|Chr4(-):(46904364-46902067)(46904364-46902067)(46904441-46904364)(46904160-46904063)(46902114-46902048)(46904441-46902114),7167,35.2867,1.0832
235,GMA_circ00096_GLYMA04G41010|Chr4(-):(46904364-46902075)(46904364-46902075)(46904453-46904364)(46904160-46904063)(46902114-46902048)(46904453-46902114),7175,35.3031,1.0865
236,GMA_circ00097_GLYMA04G41080|Chr4(-):(46944663-46942962)(46944663-46942962)(46944709-46944663)(46944340-46944248)(46944099-46943961)(46943872-46943770)(46943194-46942432)(46944709-46943194),6065,36.8838,1.1634
237,GMA_circ00098_GLYMA04G41420|Chr4(-):(47251820-47251599)(47251820-47251599),444,48.1982,4.0952
238,GMA_circ00059_GLYMA03G03883|Chr3(+):(3794969-3795855)(3794969-3795855),1774,41.1499,1.0166
239,GMA_circ00060_GLYMA03G04920|Chr3(+):(5122480-5122532)(5122480-5122532),106,58.4906,0.9375
240,GMA_circ00061_GLYMA03G07570|Chr3(+):(8154990-8156377)(8154990-8156377)(8156377-8157515)(8156539-8156628)(8156762-8156828)(8156939-8157031)(8157134-8157319)(8156091-8157435)(8157435-8157515),5777,38.4629,1.0747
241,GMA_circ00062_GLYMA03G23283|Chr3(-):(29899022-29878558)(29899022-29878558)(29899103-29899022)(29898869-29898792)(29898712-29898653)(29898560-29898456)(29894747-29894637)(29893116-29893075)(29892688-29892575)(29892470-29892316)(29883664-29883528)(29883452-29883346)(29883253-29883211)(29883085-29882994)(29880070-29880022)(29879178-29879108)(29878677-29878558)(29899103-29878677),62723,34.9856,0.9675
242,GMA_circ00063_GLYMA03G24216|Chr3(+):(30945977-30946124)(30945977-30946124),296,45.2703,15.75
243,GMA_circ00064_GLYMA03G25390|Chr3(+):(32525164-32525614)(32525164-32525614),902,41.4634,1.527
244,GMA_circ00065_GLYMA03G25520|Chr3(-):(32692050-32690716)(32692050-32690716)(32692101-32692050)(32691933-32691894)(32691671-32691583)(32691022-32690940)(32690843-32690059)(32692101-32690843),4978,33.5074,1.5234
245,GMA_circ00066_GLYMA03G26080|Chr3(-):(33413166-33411729)(33413166-33411729)(33413186-33413166)(33411822-33411295)(33413186-33411822),4790,34.405,1.62
246,GMA_circ00067_GLYMA03G26080|Chr3(-):(33413397-33413166)(33413397-33413166),464,46.9828,3.36
247,GMA_circ00068_GLYMA03G27970|Chr3(+):(35776131-35776575)(35776131-35776575),890,45.1685,2.1406
248,GMA_circ00069_GLYMA03G29330|Chr3(+):(37321170-37321589)(37321170-37321589),840,39.7619,1.5303
249,GMA_circ00070_GLYMA03G32260|Chr3(+):(40063194-40063438)(40063194-40063438),490,40.4082,1.5385
250,GMA_circ00071_GLYMA03G32290|Chr3(+):(40084363-40085101)(40084363-40085101),1478,43.1664,1.6807
251,GMA_circ00072_GLYMA03G32850|Chr3(-):(40586441-40585622)(40586441-40585622),1640,45.3659,1.3396
252,GMA_circ00073_GLYMA03G34310|Chr3(-):(41779692-41779482)(41779692-41779482),422,41.2322,1.175
253,GMA_circ00074_GLYMA03G37510|Chr3(-):(44112823-44112521)(44112823-44112521),606,42.2442,1.0984
254,GMA_circ00075_GLYMA03G37750|Chr3(+):(44266570-44266635)(44266570-44266635)(44266635-44271201)(44266824-44267018)(44267417-44267919)(44268015-44268042)(44268073-44268144)(44268795-44268886)(44268995-44269030)(44269063-44269177)(44269248-44269328)(44269359-44269448)(44269533-44269547)(44270232-44270394)(44266570-44270912)(44270912-44271201),10722,37.4744,1.2497
255,GMA_circ00076_GLYMA03G40860|Chr3(-):(46485047-46483915)(46485047-46483915)(46485214-46485047)(46484655-46484452)(46484309-46484137)(46484011-46483915)(46485214-46484011),4112,36.3084,1.3219
256,GMA_circ00076_GLYMA03G40860|Chr3(-):(46485148-46485047)(46485148-46485047)(46484655-46484452)(46484309-46484137)(46484011-46483915)(46485214-46484011),1882,37.5664,1.3885
257,GMA_circ00076_GLYMA03G40860|Chr3(-):(46485047-46483915)(46485047-46483915)(46485214-46485047)(46484655-46484452)(46484309-46484137)(46484011-46483452)(46485214-46484011),4575,36.2404,1.3092
258,GMA_circ00076_GLYMA03G40860|Chr3(-):(46485047-46483915)(46485047-46483915)(46485214-46485047)(46484655-46484452)(46484309-46483452)(46485214-46484309),4402,35.9382,1.3061
259,GMA_circ00077_GLYMA03G41420|Chr3(-):(46905194-46904814)(46905194-46904814),762,44.0945,2.2308
260,GMA_circ00078_GLYMA03G42240|Chr3(-):(47494326-47493463)(47494326-47493463)(47494453-47494326)(47494235-47494149)(47494050-47493988)(47493710-47493673)(47493575-47493159)(47494453-47493575),3340,35.2395,1.2166
261,GMA_circ00079_GLYMA03G42240|Chr3(-):(47494326-47494012)(47494326-47494012)(47494453-47494326)(47494235-47494149)(47494050-47493988)(47494453-47494050),1312,40.3963,1.3767
262,GMA_circ00078_GLYMA03G42240|Chr3(-):(47494326-47493463)(47494326-47493463)(47494453-47494326)(47494235-47494149)(47493710-47493673)(47493575-47493159)(47494453-47493575),3277,34.971,1.2124
263,GMA_circ00079_GLYMA03G42240|Chr3(-):(47494326-47494012)(47494326-47494012)(47494453-47494326)(47494235-47494149),845,39.645,1.4275
264,GMA_circ00078_GLYMA03G42240|Chr3(-):(47494326-47493463)(47494326-47493463)(47494453-47494326)(47494235-47494179)(47494004-47493988)(47493710-47493673)(47493575-47493159)(47494453-47493575),3264,34.8958,1.2074
265,GMA_circ00079_GLYMA03G42240|Chr3(-):(47494326-47494012)(47494326-47494012)(47494453-47494326)(47494235-47494179),815,39.0184,1.4091
266,GMA_circ00204_GLYMA08G01060|Chr8(-):(608315-608002)(608315-608002),628,45.5414,1.4237
267,GMA_circ00205_GLYMA08G01140|Chr8(+):(662734-663303)(662734-663303)(663303-666135)(663663-663778)(665765-665890)(663150-666006)(666006-666135),7202,37.2813,1.1954
268,GMA_circ00206_GLYMA08G03650|Chr8(+):(2593106-2593428)(2593106-2593428)(2593428-2595006)(2593766-2593903)(2593256-2594728)(2594728-2595006),4115,38.2989,1.0737
269,GMA_circ00207_GLYMA08G04570|Chr8(+):(3250820-3251057)(3250820-3251057),476,42.8571,3.08
270,GMA_circ00208_GLYMA08G06150|Chr8(-):(4369675-4369402)(4369675-4369402),548,42.7007,1.8537
271,GMA_circ00209_GLYMA08G06820|Chr8(+):(4891167-4891400)(4891167-4891400)(4891400-4894134)(4891686-4891901)(4892346-4892660)(4892936-4893025)(4893109-4893192)(4893773-4893808)(4893926-4894015)(4891336-4894095)(4894095-4894134),6834,37.5768,1.2081
272,GMA_circ00210_GLYMA08G08770|Chr8(+):(6269207-6269469)(6269207-6269469),526,61.2167,1.038
273,GMA_circ00211_GLYMA08G08770|Chr8(+):(6269448-6269724)(6269448-6269724),554,52.3466,0.9079
274,GMA_circ00212_GLYMA08G09890|Chr8(+):(7081394-7081479)(7081394-7081479),172,48.8372,6.0
275,GMA_circ00213_GLYMA08G12340|Chr8(+):(9020924-9021491)(9020924-9021491)(9021491-9022627)(9022293-9022516)(9021195-9022613)(9022613-9022627),3931,34.3424,1.16
276,GMA_circ00214_GLYMA08G12340|Chr8(+):(9020924-9021491)(9020924-9021491)(9021491-9022516)(9021351-9022293)(9022293-9022516),3329,33.5837,1.1377
277,GMA_circ00215_GLYMA08G13130|Chr8(-):(9581387-9580854)(9581387-9580854)(9581460-9581387)(9581289-9580980)(9580892-9580693)(9581460-9580892),2221,44.7996,0.8668
278,GMA_circ00215_GLYMA08G13130|Chr8(-):(9581387-9580854)(9581387-9580854)(9581460-9581387)(9581289-9580693)(9581460-9581289),1911,44.2177,0.8778
279,GMA_circ00216_GLYMA08G13360|Chr8(-):(9779364-9779263)(9779364-9779263),204,37.2549,1.0
280,GMA_circ00217_GLYMA08G13360|Chr8(-):(9779369-9779268)(9779369-9779268),204,37.2549,1.0
281,GMA_circ00218_GLYMA08G13360|Chr8(-):(9779556-9779268)(9779556-9779268),578,42.5606,1.46
282,GMA_circ00219_GLYMA08G13360|Chr8(-):(9779781-9779396)(9779781-9779396),772,47.6684,1.3291
283,GMA_circ00220_GLYMA08G13360|Chr8(-):(9779643-9779455)(9779643-9779455),378,48.1481,1.8438
284,GMA_circ00221_GLYMA08G14740|Chr8(+):(10730304-10730716)(10730304-10730716)(10730716-10731541)(10730804-10730896)(10730981-10731041)(10731140-10731208)(10730678-10731486)(10731486-10731541),2740,41.1679,1.1988
285,GMA_circ00222_GLYMA08G17160|Chr8(-):(12603447-12602486)(12603447-12602486)(12603629-12603447)(12602699-12602230)(12603629-12602699),3508,34.5211,1.3933
286,GMA_circ00223_GLYMA08G17600|Chr8(-):(13113151-13112238)(13113151-13112238)(13113357-13113151)(13112551-13112474)(13112362-13112102)(13113357-13112362),3370,37.2404,1.9254
287,GMA_circ00224_GLYMA08G18150|Chr8(-):(13639199-13638850)(13639199-13638850),700,60.2857,2.2969
288,GMA_circ00225_GLYMA08G18510|Chr8(+):(13903709-13903974)(13903709-13903974)(13903974-13906323)(13904465-13904523)(13905405-13905460)(13905566-13905618)(13903770-13906112)(13906112-13906323),5605,32.1142,1.1277
289,GMA_circ00226_GLYMA08G18510|Chr8(+):(13903709-13903974)(13903709-13903974)(13903974-13906176)(13904465-13904523)(13905405-13905460)(13905566-13905618)(13903831-13906112)(13906112-13906176),5250,31.9048,1.1283
290,GMA_circ00227_GLYMA08G18510|Chr8(+):(13903709-13903974)(13903709-13903974)(13903974-13906293)(13904465-13904523)(13905405-13905460)(13905566-13905618)(13903940-13906112)(13906112-13906293),5375,31.5349,1.1402
291,GMA_circ00228_GLYMA08G18540|Chr8(+):(13952507-13952578)(13952507-13952578)(13952578-13953614)(13952507-13953047)(13953047-13953614),2290,38.6026,1.4286
292,GMA_circ00228_GLYMA08G18540|Chr8(+):(13952507-13953614)(13952507-13953614),2216,38.3574,1.4011
293,GMA_circ00229_GLYMA08G18580|Chr8(+):(13976910-13977689)(13976910-13977689),1560,44.7436,2.2315
294,GMA_circ00230_GLYMA08G18580|Chr8(+):(13977010-13977360)(13977010-13977360),702,44.4444,2.3913
295,GMA_circ00231_GLYMA08G18580|Chr8(+):(13977504-13977764)(13977504-13977764),522,45.977,2.3333
296,GMA_circ00232_GLYMA08G18760|Chr8(+):(14115979-14116104)(14115979-14116104)(14116104-14116543)(14116030-14116406)(14116406-14116543),1207,42.5849,1.8876
297,GMA_circ00233_GLYMA08G18760|Chr8(+):(14116406-14116543)(14116406-14116543)(14116543-14116745)(14116406-14116650)(14116650-14116745),820,45.6098,1.5972
298,GMA_circ00234_GLYMA08G18760|Chr8(+):(14116650-14116745)(14116650-14116745)(14116745-14118420)(14116920-14117162)(14117250-14117484)(14117600-14117769)(14118090-14118167)(14118254-14118325)(14116650-14118400)(14118400-14118420),4438,40.0856,1.6162
299,GMA_circ00235_GLYMA08G18760|Chr8(+):(14116650-14116745)(14116650-14116745)(14116745-14118430)(14116920-14117162)(14117250-14117484)(14117600-14117769)(14118090-14118167)(14118254-14118325)(14116660-14118400)(14118400-14118430),4448,40.1079,1.6274
300,GMA_circ00236_GLYMA08G24460|Chr8(+):(18650400-18650603)(18650400-18650603)(18650603-18652560)(18651288-18651381)(18651481-18651538)(18650496-18652491)(18652491-18652560),4584,34.7513,1.1585
301,GMA_circ00237_GLYMA08G26150|Chr8(+):(20505951-20506139)(20505951-20506139),378,45.5026,8.5556
302,GMA_circ00237_GLYMA08G26150|Chr8(+):(20505209-20505982)(20505209-20505982)(20505982-20506139)(20505951-20506064)(20506064-20506139),1896,46.4662,1.4071
303,GMA_circ00238_GLYMA08G26890|Chr8(+):(21216892-21216951)(21216892-21216951),120,53.3333,0.5238
304,GMA_circ00239_GLYMA08G28160|Chr8(+):(22465729-22466347)(22465729-22466347),1238,42.4879,2.2073
305,GMA_circ00240_GLYMA08G33545|Chr8(-):(30120586-30091864)(30120586-30091864)(30121319-30120586)(30120084-30119902)(30119020-30118929)(30118854-30118581)(30118035-30117828)(30115936-30115866)(30114401-30114295)(30114059-30114010)(30113883-30113779)(30112915-30112856)(30112686-30112597)(30101355-30101279)(30095304-30095220)(30094404-30094324)(30093619-30093516)(30091913-30091864)(30121319-30091913),89224,34.1164,0.93
306,GMA_circ00241_GLYMA08G33545|Chr8(-):(30120586-30112597)(30120586-30112597)(30121319-30120586)(30120084-30119902)(30119020-30118929)(30118854-30118581)(30118035-30117828)(30115936-30115866)(30114401-30114295)(30114059-30114010)(30113883-30113779)(30112915-30112856)(30112686-30112597)(30121319-30112686),26588,33.9815,1.14
307,GMA_circ00241_GLYMA08G33545|Chr8(-):(30120586-30112597)(30120586-30112597)(30121319-30120586)(30120084-30119902)(30119020-30118929)(30118854-30118581)(30118035-30117828)(30115936-30115866)(30114401-30114295)(30114059-30114010)(30113883-30113779)(30112915-30112856)(30112686-30112461)(30121319-30112686),26724,33.9246,1.1377
308,GMA_circ00241_GLYMA08G33545|Chr8(-):(30120586-30112597)(30120586-30112597)(30121319-30120586)(30120084-30119902)(30119020-30118929)(30118854-30118581)(30118035-30117828)(30115936-30115866)(30114401-30114295)(30114059-30114010)(30113883-30113779)(30112915-30112851)(30112686-30112461)(30121319-30112686),26729,33.9257,1.1382
309,GMA_circ00242_GLYMA08G37270|Chr8(-):(35673038-35672919)(35673038-35672919)(35673089-35673038),292,35.274,1.575
310,GMA_circ00243_GLYMA08G38301|Chr8(+):(37265307-37265430)(37265307-37265430)(37265856-37265942)(37266137-37266307)(37266412-37266518)(37266739-37266870)(37265294-37266997)(37266997-37267175),2628,34.3988,1.1221
311,GMA_circ00244_GLYMA08G44120|Chr8(+):(43848271-43848726)(43848271-43848726)(43848726-43848880)(43848553-43848800)(43848800-43848880),1396,38.3238,6.3288
312,GMA_circ00244_GLYMA08G44120|Chr8(+):(43848553-43848880)(43848553-43848880),656,41.1585,12.5
313,GMA_circ00245_GLYMA08G46520|Chr8(-):(45601967-45601656)(45601967-45601656),624,43.2692,1.5472
314,GMA_circ00246_GLYMA09G02705|Chr9(-):(1834895-1834302)(1834895-1834302),1188,39.2256,1.3069
315,GMA_circ00247_GLYMA09G02705|Chr9(-):(1834961-1834302)(1834961-1834302),1320,39.8485,1.3694
316,GMA_circ00248_GLYMA09G02705|Chr9(-):(1835027-1834302)(1835027-1834302),1452,40.3581,1.4417
317,GMA_circ00249_GLYMA09G02705|Chr9(-):(1835093-1834302)(1835093-1834302),1584,40.9091,1.4923
318,GMA_circ00250_GLYMA09G02705|Chr9(-):(1835159-1834302)(1835159-1834302),1716,41.4918,1.5248
319,GMA_circ00251_GLYMA09G02705|Chr9(-):(1835225-1834302)(1835225-1834302),1848,41.6667,1.5497
320,GMA_circ00246_GLYMA09G02705|Chr9(-):(1834780-1834302)(1834780-1834302)(1834895-1834780)(1834430-1833975)(1834895-1834430),1996,38.3267,1.3323
321,GMA_circ00247_GLYMA09G02705|Chr9(-):(1834780-1834302)(1834780-1834302)(1834961-1834780)(1834430-1833975)(1834961-1834430),2128,38.7688,1.3707
